sRNA	aCM_1	aCM_2
URS00001B1F8E_GR_chr1_3998095_3998125_31_+	0	0
URS0000054309_GR_chr1_3998096_3998123_28_+	0	0
URS0000090F10_GR_chr1_3998096_3998124_29_+	0	0
URS00001A064C_GR_chr1_3998097_3998123_27_+	0	0
URS000029957E_GR_chr1_3998098_3998124_27_+	0	0
URS000051CEFC_GR_chr1_3998105_3998123_19_-	0.59	0
URS000008BA7A_GR_chr1_4004641_4004665_25_-	0	0.41
URS0000271F50_GR_chr1_4046890_4046926_37_-	0.05	0
URS0000197B5F_GR_chr1_4055705_4055751_47_-	0	0
URS0000102C58_GR_chr1_4069704_4069732_29_-	1.14	1.96
URS000027C2E9_GR_chr1_4075342_4075372_31_-	0.08	0
URS0000487797_GR_chr1_4075345_4075374_30_-	0	0
URS0000318AE2_GR_chr1_4075563_4075583_21_+	0.29	0.76
URS00000CAF56_GR_chr1_4079750_4079781_32_-	0	0
URS00005B8292_GR_chr1_4082769_4082796_28_+	0	0
URS000022D213_GR_chr1_4083428_4083455_28_-	0	0
URS000001BEC9_GR_chr1_4084249_4084278_30_-	0	0
URS0000599CA0_GR_chr1_4084347_4084377_31_+	51.41	91.16
URS000037DF5F_GR_chr1_4084466_4084483_18_-	0	0.44
URS0000285008_GR_chr1_4084720_4084746_27_-	0	0
URS00004795D5_GR_chr1_4084868_4084896_29_-	0.07	0.45
URS0000581BC1_GR_chr1_4084962_4084990_29_+	0	0
URS00002B5486_GR_chr1_4085267_4085292_26_-	0.29	0.27
URS0000486A60_GR_chr1_4085494_4085517_24_-	0.87	0
URS00000B61F7_GR_chr1_4085508_4085526_19_+	0	0.36
URS000035ED4E_GR_chr1_4106406_4106437_32_-	0	0
URS000053D2C7_GR_chr1_4118988_4119016_29_+	0.48	1.28
URS000010F878_GR_chr1_4132367_4132395_29_-	0	0
URS000016B0FC_GR_chr1_4132381_4132405_25_+	0	0.29
URS00005891DD_GR_chr1_4132433_4132451_19_+	0	0
URS0000532AE1_GR_chr1_4156176_4156198_23_-	0	0
URS00003B9883_GR_chr1_4189394_4189411_18_+	0	0
URS00002257B9_GR_chr1_4193682_4193711_30_-	0	0
URS0000021418_GR_chr1_4203391_4203417_27_-	0.12	0.13
URS000039F7C7_GR_chr1_4214443_4214467_25_-	0	0
URS0000616770_GR_chr1_4235776_4235805_30_+	0	0
URS00001441CF_GR_chr1_4235827_4235849_23_-	0	0.91
URS00001570EB_GR_chr1_4238601_4238629_29_-	1.19	0
URS00004F0930_GR_chr1_4238892_4238919_28_-	0.48	0
URS00002864EC_GR_chr1_4238893_4238921_29_-	2.16	1.54
URS00005E0646_GR_chr1_4240044_4240070_27_+	0.33	1.71
URS000001E664_GR_chr1_4254217_4254238_22_-	1.73	1.7
URS0000457064_GR_chr1_4254954_4254982_29_+	0.06	0.03
URS00001C93E7_GR_chr1_4254957_4254983_27_-	0	0.1
URS00000EC783_GR_chr1_4266717_4266746_30_-	1.2	0.71
URS00002FC4E7_GR_chr1_4276233_4276253_21_+	0.83	2.21
URS00003603C7_GR_chr1_4296616_4296641_26_+	0.25	0.79
URS00003DCE6F_GR_chr1_4320569_4320588_20_-	0.11	0.93
URS000037CB95_GR_chr1_4373037_4373065_29_-	0	0.04
URS0000420731_GR_chr1_4396378_4396400_23_+	0.19	0.98
URS000059A4D6_GR_chr1_4396378_4396403_26_+	0.65	0.23
URS000047D24D_GR_chr1_4396380_4396409_30_-	0	0.34
URS000006DA5C_GR_chr1_4396472_4396500_29_+	0.38	0.08
mmu_piR_015992_DQ694920	0.17	0
URS0000489ED1_GR_chr1_4428872_4428900_29_-	0.26	0.24
URS00003F714B_GR_chr1_4442293_4442319_27_+	0	0
URS0000487797_GR_chr1_4445233_4445262_30_-	0	0
URS000050D7B7_GR_chr1_4461206_4461227_22_-	0.18	0.5
URS00005C508F_GR_chr1_4557134_4557174_41_-	0.4	0
URS00004F8C25_GR_chr1_4557154_4557184_31_-	0	0
URS000043E225_GR_chr1_4557360_4557384_25_-	0.17	0
URS00001FA0C6_GR_chr1_4557361_4557384_24_-	0	0
URS00006073EE_GR_chr1_4557361_4557385_25_+	0	0
URS000013CD95_GR_chr1_4557364_4557392_29_-	0	0
URS0000592CDE_GR_chr1_4557366_4557395_30_-	0	0
URS00002570D3_GR_chr1_4557366_4557399_34_-	0	0
URS000037749F_GR_chr1_4557367_4557389_23_+	0	0
URS000017E06D_GR_chr1_4557367_4557393_27_+	0	0
URS000005B10A_GR_chr1_4557367_4557395_29_+	0	0
URS0000004325_GR_chr1_4557412_4557435_24_-	0	0
URS00002B7751_GR_chr1_4557477_4557505_29_-	0	0
URS00004B8A25_GR_chr1_4557485_4557505_21_-	0	0
URS000016C3B0_GR_chr1_4557489_4557511_23_-	0	0.5
URS00001E6BBB_GR_chr1_4557498_4557522_25_-	0	0
URS00001A3054_GR_chr1_4557506_4557529_24_+	0	0
URS00001F632F_GR_chr1_4557538_4557561_24_+	0	0
URS000034697C_GR_chr1_4557540_4557566_27_+	0	0
URS00003EAEA1_GR_chr1_4557649_4557672_24_+	0	0
URS00005E9DD4_GR_chr1_4557649_4557674_26_+	0	0
URS00002CD7E1_GR_chr1_4557731_4557759_29_-	0	0
URS00003D80DF_GR_chr1_4557733_4557760_28_-	0	0.03
URS00000A8EC5_GR_chr1_4557737_4557758_22_+	0	0
URS00005460D5_GR_chr1_4557738_4557767_30_-	0	0
URS0000501D1A_GR_chr1_4557739_4557767_29_-	0	0
URS0000446041_GR_chr1_4557741_4557767_27_-	0	0
URS0000004AA0_GR_chr1_4557799_4557827_29_-	0	0
URS00005698AF_GR_chr1_4557802_4557827_26_-	0	0
URS000050C4A2_GR_chr1_4557803_4557827_25_-	0	0
URS00002EE3FD_GR_chr1_4557807_4557830_24_-	0	0
URS0000469B94_GR_chr1_4557865_4557883_19_-	0	0
URS000015FB44_GR_chr1_4557865_4557886_22_-	0	0
URS00004BC3FA_GR_chr1_4557873_4557892_20_-	0	0
URS00004E9994_GR_chr1_4557873_4557901_29_-	0	0
URS000006CF66_GR_chr1_4557874_4557901_28_-	0	0
URS00000CE37C_GR_chr1_4557916_4557939_24_-	0	0
URS0000324F95_GR_chr1_4557917_4557946_30_+	0	0
URS00005FDCE5_GR_chr1_4557922_4557949_28_-	0	0
URS0000019586_GR_chr1_4557925_4557954_30_-	0	0
URS0000023707_GR_chr1_4557930_4557959_30_-	0	0
URS000030284C_GR_chr1_4557934_4557956_23_-	0	0
URS0000209D6B_GR_chr1_4557937_4557961_25_-	0	0
URS000006E7AF_GR_chr1_4557988_4558013_26_+	0	0
URS00003C6871_GR_chr1_4558016_4558046_31_-	0	0
URS000009D5CC_GR_chr1_4558027_4558049_23_+	0.08	0.08
URS0000210B4F_GR_chr1_4558030_4558050_21_+	0	0
URS0000360381_GR_chr1_4558030_4558054_25_+	0	0.06
URS0000000604_GR_chr1_4558050_4558079_30_-	0	0
URS0000597950_GR_chr1_4558051_4558079_29_-	0	0
URS00006159DB_GR_chr1_4558054_4558079_26_-	0	0
URS0000453EF4_GR_chr1_4558055_4558079_25_-	0	0
URS000035A4A5_GR_chr1_4558057_4558079_23_-	0	0.17
URS00005852F3_GR_chr1_4558102_4558126_25_-	0	1.24
URS00001438C9_GR_chr1_4558224_4558249_26_-	0.2	0.4
URS0000540F06_GR_chr1_4558225_4558250_26_-	0.73	0
URS0000108C61_GR_chr1_4558287_4558312_26_-	0	0
URS00000C2E78_GR_chr1_4558287_4558315_29_-	0	0
URS0000074BD6_GR_chr1_4558344_4558374_31_-	0	0
URS0000604922_GR_chr1_4558347_4558368_22_-	0	0.02
URS00004DE4A6_GR_chr1_4558347_4558372_26_-	0	0
URS00000F2F22_GR_chr1_4558347_4558373_27_-	0	0
URS0000072FAA_GR_chr1_4558348_4558372_25_-	0	0
URS00003D92C4_GR_chr1_4558360_4558387_28_+	0	0.24
URS0000569385_GR_chr1_4558446_4558474_29_-	0	0.14
URS00001950B0_GR_chr1_4558448_4558474_27_-	0	0.15
URS00004A63C8_GR_chr1_4558454_4558474_21_-	0	0.18
URS00002B917C_GR_chr1_4558499_4558517_19_-	0	0
URS0000266326_GR_chr1_4558499_4558524_26_-	0.11	0
URS000045BD81_GR_chr1_4558503_4558532_30_-	0	0
URS000039A3A6_GR_chr1_4558507_4558532_26_-	0	0
URS000032E5FB_GR_chr1_4558508_4558532_25_-	0	0
URS000022FB9D_GR_chr1_4558509_4558527_19_-	0	0
URS00005C21B2_GR_chr1_4558544_4558568_25_-	0	0
URS0000511A99_GR_chr1_4558577_4558602_26_-	0	0.5
URS000033C87C_GR_chr1_4558584_4558604_21_-	0	0.1
URS00002B6BAD_GR_chr1_4558793_4558823_31_-	0	0
URS0000054B42_GR_chr1_4559100_4559128_29_-	0.15	0.78
URS00000FD93F_GR_chr1_4559103_4559129_27_-	0.04	0.54
URS00003E7E2F_GR_chr1_4559104_4559129_26_-	0	0.33
URS000009A9E1_GR_chr1_4559220_4559243_24_-	0.25	0
URS00001EEFC1_GR_chr1_4559243_4559263_21_+	0	0
URS00004EAACA_GR_chr1_4559245_4559270_26_-	0	0
URS0000582787_GR_chr1_4559256_4559282_27_-	0	0
URS00003386E4_GR_chr1_4559303_4559328_26_-	0	0.37
URS00005212B1_GR_chr1_4559351_4559374_24_-	0	0
URS00005C42A3_GR_chr1_4559357_4559383_27_-	0	0
URS00004F7570_GR_chr1_4559705_4559732_28_+	0.39	0.49
URS00004E2849_GR_chr1_4559724_4559741_18_+	0	0.51
URS000010DB40_GR_chr1_4559780_4559808_29_-	0	0
URS00004C3E41_GR_chr1_4559786_4559814_29_-	0	0
URS000045ACCD_GR_chr1_4559948_4559970_23_-	0	0
URS000019AE05_GR_chr1_4560650_4560672_23_+	0	0
URS000050E772_GR_chr1_4561025_4561049_25_+	0	0
URS00002D661D_GR_chr1_4561065_4561093_29_-	0	0.67
URS000048C070_GR_chr1_4561373_4561400_28_-	0	0
URS000026F1FA_GR_chr1_4561861_4561892_32_+	0.17	0
URS00003883CE_GR_chr1_4562066_4562098_33_+	0	0
URS000041043E_GR_chr1_4562884_4562909_26_+	0	0
URS00000DD1A1_GR_chr1_4562905_4562929_25_-	0	0
URS000004D39B_GR_chr1_4563106_4563139_34_+	0	0
URS00001C7C7C_GR_chr1_4564094_4564115_22_-	0	0
URS00004375CA_GR_chr1_4567555_4567573_19_+	0	0
URS00003B34A4_GR_chr1_4580827_4580855_29_-	0.02	0
URS0000494AFE_GR_chr1_4656048_4656076_29_-	0.51	0.06
URS00000B1E51_GR_chr1_4656050_4656076_27_-	1.06	0
URS000042D21F_GR_chr1_4658690_4658714_25_+	0.47	0.2
URS00004D8027_GR_chr1_4686679_4686708_30_-	2.62	1.12
URS000035ED4E_GR_chr1_4708821_4708852_32_-	0	0
URS00003CDF30_GR_chr1_4712555_4712581_27_+	2	0
URS00003E5E98_GR_chr1_4712830_4712847_18_+	1.3	0.11
URS0000327FBB_GR_chr1_4716623_4716651_29_+	0	0
URS0000117E52_GR_chr1_4720724_4720745_22_-	0	0
URS00000CBAB7_GR_chr1_4720726_4720747_22_-	0	0
URS00001694CD_GR_chr1_4720727_4720748_22_-	0	0
URS0000228E55_GR_chr1_4720728_4720748_21_+	0	0
URS00003E4843_GR_chr1_4720731_4720755_25_+	0	0
URS00000C03F5_GR_chr1_4720782_4720805_24_-	0	0
URS00004A4FE1_GR_chr1_4733199_4733218_20_+	0.42	0.14
URS0000101B4A_GR_chr1_4733236_4733260_25_+	0	0
URS00001AA8F9_GR_chr1_4758099_4758123_25_-	0.44	1.27
URS00000C7B60_GR_chr1_4758185_4758213_29_+	0.74	2.55
URS00000B8519_GR_chr1_4760179_4760206_28_+	0	0
URS000038770E_GR_chr1_4760190_4760215_26_+	1.41	1.8
URS000013F6CF_GR_chr1_4762707_4762736_30_+	3.17	0.85
URS00002CB450_GR_chr1_4779510_4779530_21_-	1.21	1.69
URS000048F5E2_GR_chr1_4788131_4788155_25_+	0.75	1
URS00000A78DE_GR_chr1_4803059_4803089_31_+	1.47	0
URS000043819C_GR_chr1_4817175_4817193_19_+	0.15	0
URS00001EDE92_GR_chr1_4825310_4825334_25_+	0.17	0.83
URS000039C864_GR_chr1_4825310_4825338_29_+	0	0.35
URS000003AC4F_GR_chr1_4825310_4825339_30_+	0.53	0.5
URS00000A3B28_GR_chr1_4833481_4833511_31_-	0.07	0.12
URS00003B31B7_GR_chr1_4833482_4833511_30_-	0.02	0
URS00005EF8F1_GR_chr1_4839710_4839737_28_-	5.69	3.27
mmu_piR_029424_DQ714526	0.65	1
URS0000409137_GR_chr1_4848861_4848933_73_+	0.07	0
URS000071A1F9_GR_chr1_4878621_4878691_71_-	0	0
URS00002C0BA1_GR_chr1_4882315_4882387_73_-	0	0.11
URS00006285D4_GR_chr1_4913784_4913856_73_+	0	0
URS0000471B31_GR_chr1_4914141_4914162_22_+	1.91	2.44
URS00002D7F5A_GR_chr1_4921065_4921091_27_-	1.71	0.71
URS00001C2030_GR_chr1_4921125_4921142_18_-	0.15	0.06
URS0000026AAA_GR_chr1_4928333_4928364_32_+	0	0.51
URS00000B896D_GR_chr1_4931857_4931882_26_-	1.31	0
URS0000084FAC_GR_chr1_4931965_4931989_25_-	0	0
URS0000503E5E_GR_chr1_4931972_4931998_27_-	0.5	0
URS0000122DB5_GR_chr1_4932357_4932382_26_+	0.51	0.04
URS000032E96B_GR_chr1_4933558_4933580_23_+	0	0
URS00002B64C4_GR_chr1_4950936_4951008_73_-	0	0
URS000032A93C_GR_chr1_4950938_4951009_72_-	0.06	0.09
URS000003B0EC_GR_chr1_4986486_4986514_29_-	0	0
mmu_piR_006242_DQ560686	0	0
mmu_piR_000611_DQ540945	0	0
URS000019F883_GR_chr1_4987778_4987801_24_+	0	0
URS0000232D98_GR_chr1_4987834_4987859_26_-	0	1
URS0000619AD0_GR_chr1_4996096_4996121_26_-	0	0
URS0000563469_GR_chr1_4997436_4997459_24_+	0	0
URS000003E363_GR_chr1_4997758_4997781_24_+	0	0
URS0000213ADA_GR_chr1_5050090_5050114_25_-	0.23	0
URS00003BC5F6_GR_chr1_5057558_5057578_21_+	0.07	0
URS00002C1D74_GR_chr1_5061653_5061674_22_+	0	0.14
URS000058E314_GR_chr1_5062292_5062314_23_+	0.13	0.3
URS000038C668_GR_chr1_5106224_5106248_25_-	1.04	1.22
URS00003CA062_GR_chr1_5132185_5132211_27_+	0	0.5
URS00002C9AE5_GR_chr1_5153529_5153554_26_+	0	0
URS00003D8EC1_GR_chr1_5169292_5169318_27_-	0	0
URS000022E470_GR_chr1_5169296_5169321_26_-	0	0
URS00005D5285_GR_chr1_5169297_5169321_25_-	0	0
URS0000271F50_GR_chr1_5174062_5174098_37_-	0.03	0.34
URS0000014837_GR_chr1_5176260_5176290_31_-	0	0.11
URS00003003E7_GR_chr1_5176268_5176291_24_-	0	0.06
URS000053F0BF_GR_chr1_5200569_5200609_41_+	0	0
URS00002FF8AA_GR_chr1_5201099_5201127_29_-	0	0
URS0000271F50_GR_chr1_5246009_5246045_37_+	1.33	0.5
URS000013989C_GR_chr1_5250471_5250497_27_+	0.05	0.2
URS000008409F_GR_chr1_5250559_5250587_29_+	0.5	0
URS00004DBAD5_GR_chr1_5250559_5250588_30_+	0.5	0
URS00005E50AF_GR_chr1_5250623_5250653_31_+	0.14	0
URS00000B20CF_GR_chr1_5250634_5250659_26_+	1.43	0
URS0000550040_GR_chr1_5250744_5250774_31_+	0	0
URS00002FFD19_GR_chr1_5250755_5250780_26_+	0	0
URS000058761C_GR_chr1_5250820_5250848_29_-	0	0
URS00005BBE52_GR_chr1_5250839_5250867_29_+	1.4	0
URS0000400463_GR_chr1_5251062_5251090_29_+	0	0
URS00000329AA_GR_chr1_5251073_5251097_25_+	0	1
URS000051CE72_GR_chr1_5251364_5251382_19_+	0	0
URS0000553E7B_GR_chr1_5251477_5251502_26_+	0.73	0
URS000050DB9B_GR_chr1_5251576_5251603_28_-	0	0
URS00000F8471_GR_chr1_5251644_5251669_26_+	0	0
URS00005E39C2_GR_chr1_5251755_5251788_34_+	0	0
URS0000414870_GR_chr1_5252017_5252043_27_-	0	0
URS000018AA0B_GR_chr1_5252048_5252068_21_-	0	0
URS0000087127_GR_chr1_5252186_5252206_21_-	0	0
URS0000462521_GR_chr1_5252346_5252371_26_-	0	0
URS000054BE6A_GR_chr1_5252556_5252585_30_+	0	0.62
URS00005D633F_GR_chr1_5252619_5252646_28_+	0	0
URS0000263ADC_GR_chr1_5253169_5253196_28_+	0	0
URS0000557782_GR_chr1_5253191_5253216_26_+	0	0
URS000055A017_GR_chr1_5253244_5253261_18_-	0	0
URS00002384E5_GR_chr1_5253348_5253375_28_+	0	0
URS00004FDA78_GR_chr1_5254423_5254451_29_-	0	0
URS000043E87B_GR_chr1_5254444_5254472_29_+	0	0
URS00000324B5_GR_chr1_5254619_5254649_31_-	0	0
URS000049F7A5_GR_chr1_5254756_5254782_27_-	0	0
URS000045DBF9_GR_chr1_5255100_5255128_29_-	0	0
URS00004A968F_GR_chr1_5255412_5255441_30_-	0	0
URS00002E2B82_GR_chr1_5255414_5255441_28_-	0.5	0
URS00003D88AA_GR_chr1_5255516_5255545_30_+	0	0
URS0000355B8B_GR_chr1_5255596_5255625_30_+	0	1
URS0000289051_GR_chr1_5308903_5308930_28_+	0	0
URS000006515B_GR_chr1_5308906_5308929_24_+	0	0
URS000013D202_GR_chr1_5308906_5308930_25_+	0.04	0
URS000052822C_GR_chr1_5309154_5309177_24_+	1	2.41
URS00003AAED7_GR_chr1_5324166_5324189_24_-	0	0
URS000043F6A1_GR_chr1_5348440_5348462_23_+	0	0
URS00001031E4_GR_chr1_5351317_5351346_30_+	0	0
URS00000D9DBE_GR_chr1_5366539_5366565_27_-	0.86	0
URS000023CC15_GR_chr1_5368454_5368481_28_-	0.5	0
URS00002406F5_GR_chr1_5368458_5368481_24_-	0	0
URS000047D24D_GR_chr1_5373028_5373057_30_-	0	0
URS0000175E5E_GR_chr1_5391100_5391128_29_+	1.58	1.83
URS00003770D4_GR_chr1_5402058_5402089_32_+	0.78	0.05
URS00003DC041_GR_chr1_5424818_5424843_26_+	0	0.55
URS000020D1C7_GR_chr1_5430596_5430621_26_+	0	0
URS00002A97FB_GR_chr1_5430786_5430812_27_-	0	0
URS00005BFE0E_GR_chr1_5431634_5431663_30_+	0.19	0
URS0000226871_GR_chr1_5443423_5443450_28_+	0	0.71
URS0000247420_GR_chr1_5474709_5474737_29_+	0.05	0
URS00000CC061_GR_chr1_5483188_5483213_26_-	0	0
URS0000519DFC_GR_chr1_5484932_5484960_29_+	0.12	0
URS000048479D_GR_chr1_5485035_5485056_22_+	0	0
URS000062054C_GR_chr1_5485039_5485056_18_+	0	0
URS000006AB8A_GR_chr1_5485042_5485064_23_+	0	0
URS00002308FA_GR_chr1_5486275_5486303_29_+	0	0
URS000002428A_GR_chr1_5488193_5488223_31_-	0	0
URS00003BABD4_GR_chr1_5488197_5488223_27_-	0	0
URS000012145D_GR_chr1_5488279_5488303_25_-	0	0
URS00003BBCCA_GR_chr1_5488644_5488673_30_+	0	0
URS000023E4C5_GR_chr1_5489340_5489366_27_+	0	0
URS00000852CD_GR_chr1_5508819_5508842_24_-	2.23	0
URS000002DDD6_GR_chr1_5508849_5508874_26_-	0	0.04
URS0000576856_GR_chr1_5508850_5508874_25_-	0	0
URS000037E6C0_GR_chr1_5508963_5508983_21_+	0	0
URS000018FC89_GR_chr1_5564558_5564595_38_+	0	0
URS00000FEC52_GR_chr1_5564914_5564940_27_-	0.61	0
URS00004F7B6C_GR_chr1_5564996_5565022_27_+	0	0
URS0000317F45_GR_chr1_5565087_5565109_23_+	0	0
URS000016C32E_GR_chr1_5565088_5565116_29_-	0	0
URS0000150C79_GR_chr1_5565125_5565148_24_+	0	0
URS000020FC99_GR_chr1_5565125_5565149_25_+	0	0
URS0000135184_GR_chr1_5565125_5565152_28_+	0	0
URS000027F2BC_GR_chr1_5565125_5565153_29_+	0	0
URS000048A4BD_GR_chr1_5565174_5565200_27_-	0	0
URS0000616FF3_GR_chr1_5565244_5565266_23_-	0.11	0
URS000055E02D_GR_chr1_5565245_5565276_32_-	0	0.11
URS0000417FCE_GR_chr1_5565246_5565276_31_-	0	0
URS00005168D4_GR_chr1_5565247_5565276_30_-	0	0
URS00003A9CDF_GR_chr1_5565371_5565399_29_+	0	0.4
URS0000612CBE_GR_chr1_5565380_5565407_28_+	0	0.17
URS0000140B72_GR_chr1_5565380_5565408_29_+	0.3	0.21
URS0000252FAE_GR_chr1_5565394_5565424_31_+	0.03	0
URS000028D757_GR_chr1_5565413_5565441_29_-	0	0
URS00004CB058_GR_chr1_5565417_5565443_27_+	0	0
URS000012218C_GR_chr1_5565417_5565444_28_+	0	0
URS00002BF372_GR_chr1_5565420_5565444_25_-	0	0
URS00000B3FFF_GR_chr1_5565421_5565445_25_-	0	0
URS00001BBEE4_GR_chr1_5565499_5565526_28_+	0	0
URS000058D208_GR_chr1_5565516_5565534_19_+	0	0
URS00002D0A8C_GR_chr1_5565652_5565676_25_+	0	0
URS0000550768_GR_chr1_5565709_5565744_36_+	0.49	0.74
URS000048690C_GR_chr1_5565717_5565741_25_-	0	0
URS000058FE39_GR_chr1_5565857_5565882_26_+	1	0
URS0000026A46_GR_chr1_5566076_5566094_19_+	0	0.65
URS0000441634_GR_chr1_5566118_5566140_23_-	0	0
URS00004B186F_GR_chr1_5566179_5566205_27_+	0	0
URS00000B1A2A_GR_chr1_5566274_5566301_28_+	0	0
URS00004425CF_GR_chr1_5566469_5566498_30_+	0.2	0.92
URS00003A9111_GR_chr1_5566494_5566523_30_+	0	0.5
URS0000018842_GR_chr1_5566512_5566541_30_+	1.18	2.21
URS0000177E7E_GR_chr1_5566614_5566641_28_+	0	0
URS000029F8BD_GR_chr1_5566614_5566642_29_+	0	0
URS0000315F63_GR_chr1_5566632_5566660_29_+	0.06	0
URS0000345D3F_GR_chr1_5566638_5566662_25_+	0	0
URS00004B7D3F_GR_chr1_5566638_5566665_28_+	0	0
URS0000543B9A_GR_chr1_5566638_5566668_31_+	0.14	0
URS00001E801C_GR_chr1_5566651_5566682_32_+	0	0.33
URS000042421C_GR_chr1_5566657_5566685_29_+	0	0
URS00001BCD16_GR_chr1_5566736_5566764_29_+	0	0
URS00001DD223_GR_chr1_5566736_5566765_30_+	0	0
URS000034B7CE_GR_chr1_5566756_5566786_31_+	0	0
URS0000013DC2_GR_chr1_5566762_5566787_26_+	0.06	0
URS00002EDAE3_GR_chr1_5566762_5566789_28_+	0.06	0
URS0000361ED8_GR_chr1_5566762_5566791_30_+	0.06	0
URS00004D759D_GR_chr1_5566763_5566789_27_+	0	0
URS00001366F2_GR_chr1_5566772_5566797_26_+	0	0.4
URS000019F4AF_GR_chr1_5566796_5566824_29_-	0	0.75
URS0000479D40_GR_chr1_5566812_5566840_29_+	0	0.34
URS00000A1176_GR_chr1_5566906_5566930_25_-	0	0
URS0000404C9B_GR_chr1_5566909_5566936_28_-	0	0
URS000019126C_GR_chr1_5566913_5566935_23_-	0	0
URS00002261B3_GR_chr1_5566923_5566941_19_-	0	0.5
URS00005B1796_GR_chr1_5567008_5567039_32_+	0.33	0.43
URS00003762D3_GR_chr1_5567229_5567247_19_+	0	0
URS0000159550_GR_chr1_5639841_5639862_22_-	0	0
URS0000044CF5_GR_chr1_5639842_5639862_21_-	0	0
URS00000AC608_GR_chr1_5639845_5639865_21_-	0	0
URS00001F0C0D_GR_chr1_5639848_5639867_20_-	0	0
URS000011B931_GR_chr1_5639848_5639870_23_-	0	0
URS000045E0E9_GR_chr1_5644590_5644612_23_+	0	0
URS0000001832_GR_chr1_5677082_5677107_26_-	0	0
URS00002A6746_GR_chr1_5677783_5677807_25_+	0	0
URS00001ABECB_GR_chr1_5682202_5682229_28_-	0	0
URS000031A64F_GR_chr1_5719080_5719110_31_+	0	0.68
URS00003DFCA1_GR_chr1_5719088_5719118_31_+	0	0
URS000039BFEE_GR_chr1_5719090_5719119_30_+	0	0
URS000001B6C0_GR_chr1_5729875_5729898_24_-	0	1.1
URS000058CAE1_GR_chr1_5746882_5746911_30_-	0	0
URS0000561082_GR_chr1_5747129_5747149_21_-	0	0
URS000047A709_GR_chr1_5747655_5747683_29_-	0	0
URS00002DC7F9_GR_chr1_5747754_5747779_26_+	0	0
URS00002CF485_GR_chr1_5747848_5747872_25_-	1.21	0.36
URS0000066462_GR_chr1_5747863_5747883_21_+	0	0.03
URS000033F268_GR_chr1_5748017_5748043_27_-	0	0
URS0000594AE7_GR_chr1_5748088_5748117_30_-	0.67	0
URS0000254DEE_GR_chr1_5748168_5748197_30_-	0	0
URS00002C3058_GR_chr1_5748170_5748198_29_-	0.08	0
URS00000BBE2C_GR_chr1_5748515_5748543_29_-	0	0
URS00002E844A_GR_chr1_5750090_5750116_27_+	0.5	0
URS00000406F1_GR_chr1_5755543_5755580_38_+	0	0
URS00001C8706_GR_chr1_5804410_5804474_65_-	0.2	0.25
URS0000524690_GR_chr1_5804762_5804789_28_-	0	0
URS00002E3DD3_GR_chr1_5804765_5804794_30_+	0	0
URS000001154C_GR_chr1_5804870_5804899_30_-	0	0
URS0000005FFC_GR_chr1_5804874_5804899_26_-	0	0
URS000020CA25_GR_chr1_5804915_5804942_28_+	0	0
URS00002FD132_GR_chr1_5805152_5805173_22_+	0	0.06
URS0000052C02_GR_chr1_5805155_5805179_25_-	0	0.31
URS00003C824B_GR_chr1_5805156_5805179_24_-	0	0
URS0000056C56_GR_chr1_5805156_5805180_25_-	0	0
URS000019E885_GR_chr1_5805156_5805181_26_-	0	0
URS0000075271_GR_chr1_5805157_5805178_22_-	0	0
URS00003FC5B1_GR_chr1_5805159_5805184_26_-	0	0
URS000026C7DE_GR_chr1_5805161_5805189_29_-	0	0
URS0000456B45_GR_chr1_5805261_5805286_26_-	0	0
URS00002B3114_GR_chr1_5805454_5805480_27_-	0	0.12
URS0000428D15_GR_chr1_5805460_5805483_24_-	0	0
URS00004EBFBB_GR_chr1_5805463_5805490_28_-	0	0
URS00004BCEB1_GR_chr1_5805463_5805491_29_-	0	0
URS00004F5FEA_GR_chr1_5805464_5805489_26_-	0	0.42
URS000044E7B9_GR_chr1_5805466_5805490_25_-	0	0
URS000018EA14_GR_chr1_5805511_5805541_31_+	0	0
URS00002F3568_GR_chr1_5805528_5805553_26_-	0	0
URS00002753DD_GR_chr1_5805663_5805689_27_-	0	0
URS000025847C_GR_chr1_5805708_5805733_26_-	0	0
URS0000545FD2_GR_chr1_5805767_5805792_26_+	0	0
URS000036B7E6_GR_chr1_5805788_5805812_25_-	0	0.25
URS000014554F_GR_chr1_5805812_5805837_26_-	0.11	0
URS00001876F5_GR_chr1_5805862_5805890_29_+	0.5	0
URS00001A3688_GR_chr1_5805872_5805892_21_+	0	0.2
URS000035931E_GR_chr1_5805917_5805966_50_+	0	0
URS000004ACDA_GR_chr1_5805929_5805953_25_-	0	0
URS000053DF47_GR_chr1_5805958_5805984_27_+	0	0
URS000012BD1D_GR_chr1_5805998_5806022_25_-	0	0
URS00002A6B6C_GR_chr1_5806087_5806109_23_-	0	0
URS0000297AE9_GR_chr1_5806131_5806160_30_-	0	1.29
URS00003C63B1_GR_chr1_5806137_5806164_28_+	0	0
URS00002517AD_GR_chr1_5806166_5806192_27_-	0.17	0
URS000045E30D_GR_chr1_5806169_5806192_24_-	0.17	0
URS000030026F_GR_chr1_5806196_5806213_18_-	0	0
URS000051076E_GR_chr1_5806209_5806242_34_-	0	0
URS00004899A4_GR_chr1_5806260_5806290_31_-	0	0
URS000001FCED_GR_chr1_5806303_5806328_26_-	0	0
URS000031D9FB_GR_chr1_5806312_5806339_28_-	0	0
