RNAcentral_id	GR	logFC_tumor_vs_normal_FC	P.Value_tumor_vs_normal_FC	adj.P.Val_tumor_vs_normal_FC	logFC_tumor_vs_normal_salmon	P.Value_tumor_vs_normal_salmon	adj.P.Val_tumor_vs_normal_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	NONCODE	ENA	GENECARDS	LNCBOOK	LNCIPEDIA	HGNC	REFSEQ	SNOPY	SRPDB	SILVA	LNCRNADB	GTRNADB	TMRNA_WEB
URS0000816F9C	chr1_173865966_173866028_63_-	2.6602339579888943	7.272617989548959e-5	0.001198825835441373	2.7037974674836738	8.75218406573268e-5	0.0023424963234755115	snoRNA	snoRNA	NA	NA	NA	NA	SNORD44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003958AD	chr11_568113_568133_21_-	2.3427677907458584	7.338525948344621e-5	0.001198825835441373	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-210	MIR210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFED0D	chr14_100883000_100883056_57_+	-2.017835656989025	7.366079348526123e-5	0.001198825835441373	-1.3709351619575836	0.004445164482777806	0.019732193557696606	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004C8BCF	chr1_173865968_173866028_61_-	2.656966333667267	7.415417538812615e-5	0.001198825835441373	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	U44 small nuclear RNA	SNORD44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005A29A1	chr8_66113988_66114075_88_+	1.8400752160681342	7.613076827812113e-5	0.0012188314261225412	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr	TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000007E37F	chr1_159141611_159141684_74_-	4.203341532453665	7.893737162949357e-5	0.00125161274824072	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Arg-TCT-4-1	TRR-TCT4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000055BBE5	chr1_1169055_1169076_22_+	1.7483908393300895	8.181595516662742e-5	0.0012849000959025583	1.7771929115169405	5.7213554211193494e-5	0.001943855747459341	miRNA	miRNA	NA	NA	NA	NA	MIR429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006EEEE6	chr14_100983876_100983947_72_+	-2.0237545904143386	8.300370709437611e-5	0.0012912557830059076	NA	NA	NA	snoRNA	snoRNA	ENSG00000200406.1	SNORD114-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075B92D	chr14_100983876_100983946_71_+	-2.02116822538318	8.466309303315827e-5	0.0012961687415639603	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD114-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEC4D	chr11_568111_568171_61_-	2.856483524979735	8.549213727364804e-5	0.0012961687415639603	2.322397564840009	5.7674840858683745e-5	0.001943855747459341	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00007629C2	chr17_59841311_59841332_22_+	1.7119163691792778	8.567761845389428e-5	0.0012961687415639603	1.6007054691050637	2.76470765923214e-4	0.003607357443735428	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000068F4AA	chr11_568090_568185_96_-	2.854705123776805	8.666733439673968e-5	0.001299222131092943	2.3612865695331733	2.4258250466156772e-4	0.003459015827493483	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD35A	chr14_100881025_100881090_66_+	-2.0879824389383344	9.086521940059365e-5	0.0013498806017259361	-1.9019139354904113	5.515656167646856e-4	0.005228382408915249	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000066C003	chr7_148941488_148941566_79_+	1.6535303890543975	9.833361638828138e-5	0.0014153302647004055	NA	NA	NA	Y_RNA	Y_RNA	NA	NA	NA	NA	RNY5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000D548A2	chr7_139044100_139044157_58_-	1.607285081887019	9.836437893270156e-5	0.0014153302647004055	1.6593452289699542	2.7449767387134426e-4	0.003607357443735428	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR10399-001	NA	NA	MIR10399	NA	NA	NA	NA	NA	NA	NA
URS0000C97B23	chr7_139044101_139044157_57_-	1.6109080515981447	9.868292204863685e-5	0.0014153302647004055	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR10399-001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A884	chr1_1167863_1167952_90_+	1.5709895456581044	9.870405120712348e-5	0.0014153302647004055	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207607.3	MIR200A	NA	mir-200a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00007E3FDA	chr14_101026035_101026056_22_+	-2.18436927391743	1.0108501044045232e-4	0.0014221584708011175	-3.2909395465495432	9.262175126587906e-4	0.006908671610815569	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000055128B	chr11_568112_568133_22_-	2.8946525608937126	1.0237837415988634e-4	0.0014221584708011175	3.0356188087544265	1.041010046945708e-4	0.002560322007352957	miRNA	miRNA	NA	NA	NA	NA	MIR210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006E14BC	chr1_1167869_1167945_77_-	1.5674182038300577	1.0273058312426541e-4	0.0014221584708011175	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006E24A0	chr1_1167869_1167945_77_+	1.5674182038300577	1.0273058312426541e-4	0.0014221584708011175	1.2243824898485716	0.0646086945313732	0.1367300279617433	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR200A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDBD3	chr1_1167877_1167938_62_+	1.566119709648202	1.0349242965199156e-4	0.0014221584708011175	1.3042294621792712	0.001509993830574843	0.00922210997196716	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000023B77E	chr1_1167878_1167899_22_+	1.6834547636989248	1.04436563220756e-4	0.0014232718409175756	1.7687265203299098	1.2680114127982717e-4	0.002617073525765426	miRNA	miRNA	NA	NA	NA	NA	MIR200A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00007E3F24	chr11_2134140_2134161_22_-	-1.8806470659239656	1.166149233678482e-4	0.0015762131855211613	-1.9370765285131815	4.415091439086585e-4	0.00451662177948729	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000305406	chr5_149430661_149430681_21_+	-1.9357636084535157	1.1957684534642731e-4	0.0016031074632216148	NA	NA	NA	miRNA	miRNA	NA	NA	NA	miR-145	MIR145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_015026_DQ590548	NA	1.9106852080847019	1.2314473794834593e-4	0.001637626394167923	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006CFC33	chr1_173865622_173865686_65_-	2.6162659090455342	1.2644602949148087e-4	0.0016680760210516156	2.60607440449703	2.4078769377927867e-4	0.003459015827493483	snoRNA	snoRNA	NA	NA	NA	NA	SNORD78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000155F25	chr5_149430700_149430721_22_+	-2.0069840991576355	1.3311331882734937e-4	0.0017420941487801516	-2.508825462665659	0.0015587412232900334	0.009331937586802173	miRNA	miRNA	NA	NA	NA	NA	MIR145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004AC389	chr2_176150368_176150389_22_+	-2.002122957008837	1.3906771766725962e-4	0.0018056902868764655	-2.1849734519050923	1.1355181767885007e-4	0.002617073525765426	miRNA	miRNA	NA	NA	NA	NA	MIR10B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005A29A1	chr8_66113367_66113458_92_+	1.7490043997792453	1.4019294264022288e-4	0.0018060793938572462	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr	TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002BE588	chr1_173865966_173866027_62_-	2.5387820250707467	1.41787463460396e-4	0.001812461451520876	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	NA	NA	AF141346-004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005A29A1	chr14_20683273_20683360_88_+	1.6847197072432922	1.4801172376369183e-4	0.0018774717883563677	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr	TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000055DDDD	chr5_149430701_149430721_21_+	-2.0968961554664443	1.509518232185877e-4	0.001900149286163749	-3.279642655368725	0.004666560004377435	0.020206786945250875	miRNA	miRNA	NA	NA	NA	NA	MIR145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000070779B	chr1_148020474_148020544_71_+	1.8995549339948923	1.5968705372797106e-4	0.001994878421192608	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	RF00005-013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000632075	chr16_69933083_69933180_98_+	-1.6173011276398874	1.62086987838746e-4	0.002009634909369114	-2.137056808446676	1.2357346958922808e-4	0.002617073525765426	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000067D064	chr1_173865348_173865432_85_-	1.682677306867142	1.6748429025583027e-4	0.0020484282002497804	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000027FB26	chr9_128244785_128244805_21_-	-1.7472576444523353	1.6770030747951506e-4	0.0020484282002497804	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-199b	MIR199B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002AE1D6	chr17_7017978_7017999_22_-	-1.5380100847432168	1.7155293163913024e-4	0.002076758886959459	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001FCA45	chr1_173865350_173865430_81_-	1.708763629650862	1.7253848848601934e-4	0.002076758886959459	1.5697118300803021	3.7033061194849035e-4	0.004133976208424447	snoRNA	snoRNA	NA	NA	NA	NA	SNORD79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000559C32	chrM_1602_1669_68_+	1.944756420340381	1.8860848042667798e-4	0.0022383382600221005	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	6NU2_B, MT-TV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000059DA7	chrM_1601_1669_69_+	1.9447626078346074	1.8867739123291206e-4	0.0022383382600221005	NA	NA	NA	tRNA	tRNA	NA	NA	NA	trnV	MT-TV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE77A	chr8_41660441_41660505_65_-	-3.916938153770244	1.9943087562815804e-4	0.0022447561658685946	-7.034854670875673	4.320848547476238e-5	0.0016383217409180733	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075EE0E	chr8_41660444_41660507_64_+	-3.915921435398923	1.996106472672791e-4	0.0022447561658685946	-3.878704394168048	0.008421583419910951	0.03063755634840092	precursor_RNA	precursor_RNA	ENSG00000283450.1	MIR486-2	NA	mir-486-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075DEC1	chr14_101026020_101026107_88_+	-1.9965117731518367	2.0041832129163095e-4	0.0022447561658685946	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000211582.1	MIR758	NA	mir-758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000071BDB0	chr8_41660441_41660508_68_-	-3.9098709796841042	2.007031944102118e-4	0.0022447561658685946	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000274705.2	MIR486-1	NA	mir-486-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE6DB	chr11_122152239_122152296_58_-	-2.416135258988829	2.0177501002065473e-4	0.0022447561658685946	-2.4812884444796257	2.6590944630927317e-4	0.003607357443735428	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000054969A	chr11_122152229_122152308_80_-	-2.4160756325998545	2.017952194743483e-4	0.0022447561658685946	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207994.1	MIR100	NA	mir-100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006E50D0	chr11_122152234_122152303_70_-	-2.4160756325998545	2.017952194743483e-4	0.0022447561658685946	-1.822038877429659	0.0028447737227128	0.013917978965960472	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F9CB0	chr11_122152235_122152304_70_+	-2.4160756325998545	2.017952194743483e-4	0.0022447561658685946	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00104-008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004BF1DC	chr8_41660444_41660465_22_+	-3.9184003557111806	2.0340155047812597e-4	0.0022447561658685946	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR486-1, MIR486-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000040D674	chr11_122152275_122152296_22_-	-2.415588021659657	2.0345288895074653e-4	0.0022447561658685946	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000029711F	chr12_6964155_6964178_24_+	2.2035326879213715	2.0419249537919295e-4	0.0022447561658685946	2.1649300842002184	9.659053544916309e-4	0.007005507570005881	miRNA	miRNA	NA	NA	NA	miR-157	MIR141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075EA99	chr12_6964155_6964177_23_+	2.195191560654875	2.081945381360302e-4	0.0022735946581875087	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000643FAE	chr20_49280319_49280409_91_+	1.7120370934710927	2.1351835811250932e-4	0.0023031394889517194	1.6905000898791953	3.4404105885011126e-4	0.003975021808609033	snoRNA	snoRNA	ENSG00000222365.1	SNORD12B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002CA973	chr8_66113988_66114076_89_+	1.6583006732268915	2.1369335464500487e-4	0.0023031394889517194	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRY-GTA1-1, TRY-GTA2-1, TRY-GTA3-1, TRY-GTA4-1, TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5, TRY-GTA6-1, TRY-GTA7-1, TRY-GTA8-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD757	chr14_101026034_101026092_59_+	-1.9869124015995347	2.1897112458767304e-4	0.0023446973015913823	-1.823279341652047	5.424438467364417e-4	0.005196041058212231	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000026D828	chr1_173866879_173866938_60_-	2.2389709731034992	2.2176221093859861e-4	0.0023592637795983814	2.078574749681369	0.0016591792997083733	0.009678545914965512	snoRNA	snoRNA	NA	NA	NA	NA	SNORD75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005A29A1	chr14_20653100_20653192_93_-	1.6250756540857552	2.2464885159526323e-4	0.002374653565901212	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr	TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000416E93	chr14_22929701_22929773_73_+	2.4043306598607392	2.2900050619072736e-4	0.002405234615977767	2.2043843254508784	0.002205107609505945	0.012088240509942227	tRNA	tRNA	NA	NA	NA	tRNA-Arg-ACG-1-3, tRNA-Arg-ACG-1-1, tRNA-Arg-ACG-1-2	TRR-ACG1-1, TRR-ACG1-2, TRR-ACG1-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000E339B7	chr7_148941491_148941570_80_+	1.3502387021520539	2.3128826513818686e-4	0.0024109546657659748	1.6860943043368994	0.0015379866740231588	0.009314372422699543	misc_RNA	misc_RNA	NA	NA	NA	Y RNA	K01106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE706	chr17_7017937_7017999_63_-	-1.467784556555043	2.3246924915511826e-4	0.0024109546657659748	-1.551301608002647	1.28172657256375e-4	0.002617073525765426	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001E7E7D	chr14_22929700_22929773_74_+	2.3879675791743837	2.3581755989426648e-4	0.0024303947266602842	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Arg	TRR-ACG1-1, TRR-ACG1-2, TRR-ACG1-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000081566B	chrM_3150_3226_77_+	2.193859440401371	2.555465629714122e-4	0.002617368213291048	1.883531715434879	0.0026227975230826072	0.013318748581837571	tRNA	tRNA	NA	NA	NA	NA	KP702293-003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000022B8AA	chr7_148941488_148941570_83_+	1.3203620989972622	2.6500193003343276e-4	0.002697457917439078	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	NA	NA	K01106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000E07AE	chr8_66113367_66113459_93_+	1.6367322970565976	2.6691773719458406e-4	0.002700290482416375	3.152568177953731	0.029919820050792696	0.07418810966272849	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00005-179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005C2A6D	chr5_149428978_149428998_21_+	-1.8233929596858403	2.7772129013185016e-4	0.0027731187171050426	-1.6826349033299728	3.86140634852833e-4	0.004133976208424447	miRNA	miRNA	NA	NA	NA	miR-143	MIR143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFC04E	chr5_149428943_149428998_56_+	-1.8225222403236394	2.787264694937625e-4	0.0027731187171050426	-1.6472380722797162	2.7971666093444216e-4	0.003607357443735428	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000013D1D5	chr14_20659959_20660051_93_-	1.5946053732495082	2.791617386533882e-4	0.0027731187171050426	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr	TRY-GTA7-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F3621	chr7_129770396_129770480_85_-	1.682229010800647	2.8475917996379657e-4	0.002778886047643806	1.5290081523232408	8.04448468469077e-4	0.006431004559923093	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_018849_DQ595899	NA	1.682185382875499	2.847901157004538e-4	0.002778886047643806	1.6049670333093946	5.251368607955832e-4	0.005083771737489156	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFCAB2	chr7_129770405_129770470_66_-	1.6821853680460848	2.847979030029128e-4	0.002778886047643806	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000369E74	chr1_173865633_173865686_54_-	2.734730075185804	2.9273426971768233e-4	0.0028395224162615184	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	NA	NA	AF141346-003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBBC6	chr14_101054693_101054754_62_+	-1.85258678809471	2.9672655476985254e-4	0.0028476787461724066	-2.1610846459972333	1.3035513848813035e-4	0.002617073525765426	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000589AA3	chr14_101054687_101054759_73_+	-1.8513944509087787	2.989445147035585e-4	0.0028476787461724066	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207993.3	MIR134	NA	mir-134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000507EBE	chr1_173864369_173864445_77_-	1.7315615169088778	2.9944462913759727e-4	0.0028476787461724066	1.3394255609980374	0.004819925173881247	0.020473545274320378	snoRNA	snoRNA	NA	NA	NA	U47 small nuclear RNA	SNORD47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001E28FC	chr14_20657465_20657557_93_-	1.5847915860717958	3.015119920077133e-4	0.0028476787461724066	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr	TRY-GTA4-1, TRY-GTA5-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000272A92	chr14_101054694_101054715_22_+	-1.8496629512966445	3.022096910734816e-4	0.0028476787461724066	0.46697265450376246	0.5238072815937482	0.6411534558082329	miRNA	miRNA	NA	NA	NA	NA	MIR134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000ED3D8	chr17_28861404_28861424_21_-	-3.0538384648161263	3.2292245008135403e-4	0.0030255631828645046	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR451A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000233681	chr14_20659958_20660051_94_-	1.5846169536088648	3.2606449649269194e-4	0.0030377421170420848	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Tyr-GTA-7-1, Tyr-tRNA	TRY-GTA7-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002E857A	chr17_28861403_28861424_22_-	-3.0693654740437424	3.3440297311002423e-4	0.0030979241722383704	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR451A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A30F	chr7_130496126_130496147_22_+	-2.338953912675415	3.3960310130160817e-4	0.0031285224248399548	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000047CD44	chr1_93847573_93847657_85_+	3.4038558029558508	3.419410672129777e-4	0.0031325601101900016	3.1939051974602166	3.829019418544768e-4	0.004133976208424447	tRNA	tRNA	NA	NA	NA	tRNA-Arg-TCT-1-1	TRR-TCT1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000018A236	chr16_69933142_69933164_23_+	-1.4864587545211823	3.521926896663486e-4	0.003208650526297286	-1.585567364455824	2.854172922515943e-4	0.003607357443735428	miRNA	miRNA	NA	NA	NA	NA	MIR140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002CA973	chr14_20683273_20683361_89_+	1.5361513200010644	3.7304749928724625e-4	0.0033716398159631504	1.7631601377455728	0.00279193441747698	0.013734137438679524	tRNA	tRNA	NA	NA	NA	NA	TRY-GTA1-1, TRY-GTA2-1, TRY-GTA3-1, TRY-GTA4-1, TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5, TRY-GTA6-1, TRY-GTA7-1, TRY-GTA8-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000559F9B	chr15_65296133_65296167_35_+	2.3862018774636904	3.811331412224482e-4	0.0033716398159631504	NA	NA	NA	snRNA	snRNA	NA	NA	NA	NA	RNU5A-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFC4C1	chr16_69933102_69933164_63_+	-1.4252616242703349	3.843867329860287e-4	0.0033716398159631504	-0.3899502046940517	0.49027647177443023	0.6086651968823077	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE3FD	chr17_28861382_28861424_43_-	-3.0336568468494747	3.8439215479873443e-4	0.0033716398159631504	-3.192939684200314	1.8482051096222314e-4	0.003234358941838905	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000068196F	chr17_28861369_28861440_72_-	-3.0337170135654707	3.843955642213901e-4	0.0033716398159631504	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000284565.1	MIR451A	NA	mir-451a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000069130B	chr17_28861369_28861440_72_+	-3.0337170135654707	3.843955642213901e-4	0.0033716398159631504	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR451B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A016	chr17_28861371_28861438_68_+	-3.0337170135654707	3.843955642213901e-4	0.0033716398159631504	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283364.1	MIR451B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002AB26F	chr17_28861402_28861424_23_-	-3.0321373819591395	3.8929293513264424e-4	0.0033965293652578324	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001BBC70	chr1_16520624_16520658_35_-	2.448292246494284	3.955179436910049e-4	0.003432679416560353	NA	NA	NA	tRNA	tRNA	NA	NA	NA	TRN	tRNA-Asn-GTT-9-1, TRN-GTT1-1, TRN-GTT2-1-001, TRN-GTT2-1-002, TRN-GTT2-1, TRN-GTT2-2, TRN-GTT2-3, TRN-GTT24-1-001, TRN-GTT2-4, TRN-GTT2-5, TRN-GTT2-6, TRN-GTT4-1, TRN-GTT5-1-001, TRN-GTT9-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000063F2D8	chr14_100972670_100972741_72_+	-2.0289929998942293	4.1986725499770056e-4	0.0036168882966136702	NA	NA	NA	snoRNA	snoRNA	ENSG00000201557.1	SNORD114-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075AFFC	chr14_100972670_100972740_71_+	-2.0279416529498344	4.2112950451778336e-4	0.0036168882966136702	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD114-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002CA973	chr14_20653099_20653192_94_-	1.5200874590775377	4.2343240604199214e-4	0.0036178240288251037	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRY-GTA1-1, TRY-GTA2-1, TRY-GTA3-1, TRY-GTA4-1, TRY-GTA5-1, TRY-GTA5-2, TRY-GTA5-3, TRY-GTA5-4, TRY-GTA5-5, TRY-GTA6-1, TRY-GTA7-1, TRY-GTA8-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
