sRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS0000DBF6AF_GR_chr1_630757_630798_42_-	6.52	2.75	3.96	1.13	4.31	0.33	1.86	1.54	9.02	0.88	1.11	6.89	0.46	5.33	4.35	5.04	2.52	0.58
URS0000DC5E27_GR_chr1_630757_630802_46_-	6.68	2.94	4.18	1.33	4.31	0.38	2.36	1.75	9.54	1.09	1.14	7.68	0.5	5.41	5.02	5.65	2.55	0.67
URS0000DCB855_GR_chr1_630757_630819_63_-	6.68	3.08	4.41	1.33	4.31	0.42	2.49	1.83	9.71	1.09	1.14	8.37	0.5	5.47	5.52	6.45	2.64	0.67
URS0000DF1224_GR_chr1_630757_630820_64_-	6.68	3.08	4.41	1.33	4.31	0.42	2.49	1.83	9.71	1.09	1.14	8.37	0.5	5.47	5.57	6.49	2.64	0.67
URS0000DC5BCC_GR_chr1_630757_630821_65_-	6.68	3.08	4.45	1.33	4.31	0.42	2.49	1.83	9.75	1.09	1.14	8.44	0.5	5.47	5.61	6.49	2.64	0.67
URS000042BFE1_GR_chr1_630757_630823_67_-	6.68	3.08	4.66	1.37	4.31	0.42	2.53	1.83	9.75	1.09	1.14	8.48	0.54	5.52	5.61	6.53	2.64	0.67
URS0000400FCB_GR_chr1_630757_630824_68_-	6.68	3.08	4.66	1.37	4.31	0.42	2.64	1.83	9.78	1.11	1.14	8.53	0.54	5.52	5.61	6.53	2.64	0.67
URS0000DD9C04_GR_chr1_630757_630824_68_+	6.68	3.08	4.66	1.37	4.31	0.42	2.64	1.83	9.78	1.11	1.14	8.53	0.54	5.52	5.61	6.53	2.64	0.67
URS00000133BF_GR_chr1_630757_630825_69_+	6.9	3.1	5	1.45	4.31	0.46	2.7	1.83	9.85	1.11	1.14	8.97	0.54	5.56	5.75	6.53	2.64	0.67
URS00000E14CD_GR_chr1_630757_630825_69_-	6.9	3.1	5	1.45	4.31	0.46	2.7	1.83	9.85	1.11	1.14	8.97	0.54	5.56	5.75	6.53	2.64	0.67
URS0000162BC0_GR_chr1_630757_630827_71_-	6.9	3.1	5	1.45	4.31	0.46	2.7	1.83	10	1.11	1.14	9.06	0.54	5.56	5.75	6.61	2.64	0.67
URS0000031672_GR_chr1_630758_630825_68_-	0.78	0.78	3.19	0.67	0.39	0.21	1.53	0.93	2.92	0.37	0.33	5.41	0.08	0.42	5.14	5.34	1.47	0.3
URS0000DDAF29_GR_chr1_630758_630825_68_+	0.78	0.78	3.19	0.67	0.39	0.21	1.53	0.93	2.92	0.37	0.33	5.41	0.08	0.42	5.14	5.34	1.47	0.3
URS000048A269_GR_chr1_630758_630826_69_-	0.78	0.78	3.19	0.67	0.39	0.21	1.53	0.93	2.92	0.37	0.33	5.41	0.08	0.42	5.14	5.34	1.47	0.3
URS00007837A9_GR_chr1_630759_630825_67_-	0.73	0.72	3.05	0.59	0.24	0.17	1.25	0.79	2.36	0.31	0.29	4.93	0.08	0.31	4.64	5.21	1.34	0.25
URS0000200C14_GR_chr1_630826_630898_73_-	2.07	0.76	16.94	1.46	1.81	0.82	1.97	1.78	5.69	0.65	2.96	11.21	1.47	3.67	15.6	13.86	4.11	0.79
URS00019B987D_GR_chr1_630827_630848_22_-	0.26	0.07	0.62	0.1	0.29	0	0.19	0.29	0.29	0.04	0	1.19	0	0.25	0.7	0.62	0.53	0.08
URS0000DD71D7_GR_chr1_630827_630867_41_+	1.84	0.51	13.98	1.26	1.43	0.57	1.75	1.36	4.85	0.43	2.51	9.29	1.11	2.28	10.85	10.52	3.59	0.56
URS0000DDB6FD_GR_chr1_630827_630875_49_-	1.84	0.51	14.2	1.32	1.43	0.62	1.75	1.53	4.9	0.6	2.6	9.76	1.11	2.33	11.22	10.91	3.7	0.56
URS0000DE4F9E_GR_chr1_630827_630877_51_-	1.84	0.51	14.2	1.32	1.48	0.62	1.75	1.53	4.9	0.6	2.6	9.85	1.11	2.33	11.27	10.91	3.7	0.56
URS0000DEAC5A_GR_chr1_630827_630884_58_-	1.89	0.56	14.74	1.41	1.58	0.71	1.75	1.67	5.27	0.6	2.73	10.49	1.11	2.47	12.53	12.27	3.7	0.56
URS0000DF4FB1_GR_chr1_630827_630885_59_-	1.89	0.6	14.78	1.41	1.58	0.71	1.75	1.67	5.27	0.6	2.73	10.54	1.11	2.47	12.7	12.27	3.7	0.56
URS00006F75C5_GR_chr1_630827_630890_64_-	1.89	0.7	16.13	1.46	1.62	0.71	1.8	1.67	5.6	0.64	2.73	10.94	1.11	2.51	14.09	13.46	3.74	0.65
URS000077F722_GR_chr1_630827_630896_70_-	1.94	0.7	16.24	1.46	1.67	0.76	1.8	1.71	5.69	0.65	2.83	11.06	1.11	2.51	14.44	13.52	3.85	0.65
URS000075F7A2_GR_chr1_630827_630897_71_-	1.94	0.7	16.24	1.46	1.68	0.76	1.8	1.71	5.69	0.65	2.83	11.08	1.11	2.51	14.54	13.55	3.85	0.65
URS000075944C_GR_chr1_630827_630898_72_-	1.94	0.7	16.24	1.46	1.68	0.76	1.8	1.71	5.69	0.65	2.83	11.08	1.11	2.51	14.54	13.55	3.85	0.65
URS00000208B4_GR_chr1_630827_630899_73_-	2.1	0.76	17.01	1.75	1.82	1.11	2.4	1.85	6.18	0.66	3.33	12.22	1.23	2.79	19.47	13.83	4.4	0.81
URS00005B0FBE_GR_chr1_630827_630899_73_+	2.1	0.76	17.01	1.75	1.82	1.11	2.4	1.85	6.18	0.66	3.33	12.22	1.23	2.79	19.47	13.83	4.4	0.81
URS000005FBEE_GR_chr1_630828_630900_73_-	1.71	0.7	13.47	1.27	1.34	1.01	1.98	1.44	5.54	0.62	3.08	9.53	1.23	2.29	17.75	13.25	3.81	0.67
URS00002A2AF2_GR_chr1_630829_630899_71_-	1.65	0.7	13.47	1.21	1.34	1.01	1.89	1.44	5.41	0.62	3.08	9.27	1.23	2.29	17.61	13.25	3.75	0.67
URS0000DD238E_GR_chr1_630839_630899_61_-	0.92	0.53	9.99	1.02	0.55	0.89	1.1	1.21	3.71	0.51	1.45	5.44	1.23	1.04	15.78	12.63	3.07	0.54
URS0000DCA589_GR_chr1_630851_630899_49_-	0.26	0.25	2.81	0.43	0.38	0.49	0.65	0.32	1.27	0.07	0.76	2.49	0.12	0.51	8.2	2.92	0.7	0.25
URS0000832EA8_GR_chr1_630851_630916_66_-	10.92	6.95	25.31	16.6	9.05	8.66	12.32	9.82	16.51	5.07	36.93	189.99	6.79	17.51	95.39	29.94	55.72	28.69
URS0000DDE697_GR_chr1_630856_630899_44_-	0.26	0.25	2.81	0.43	0.38	0.49	0.65	0.32	1.27	0.07	0.73	2.49	0.12	0.46	8.16	2.92	0.7	0.25
URS00007937D2_GR_chr1_630861_630899_39_+	0.26	0.25	2.31	0.34	0.34	0.4	0.65	0.28	1.14	0.07	0.68	2.06	0.12	0.37	7.75	2.45	0.7	0.25
URS0000DD08C1_GR_chr1_630862_630899_38_-	0.26	0.25	2.28	0.34	0.34	0.4	0.65	0.28	1.05	0.07	0.68	2.06	0.12	0.37	7.61	2.41	0.7	0.25
URS0000DC2C37_GR_chr1_630864_630899_36_-	0.21	0.2	1.91	0.34	0.34	0.4	0.6	0.23	0.86	0.07	0.59	1.7	0.12	0.33	7.02	1.81	0.7	0.25
URS0000DC06B1_GR_chr1_630868_630899_32_-	0.21	0.06	1.27	0.29	0.24	0.36	0.6	0.18	0.68	0.02	0.59	1.36	0.12	0.28	5.9	0.73	0.7	0.16
URS00007ADE2F_GR_chr1_630871_630899_29_+	0.21	0.06	0.91	0.29	0.15	0.36	0.6	0.14	0.49	0.02	0.55	1.26	0.12	0.28	4.99	0.39	0.66	0.16
URS0000DC0151_GR_chr1_630879_630899_21_-	3.94	4	6.93	4.34	2.94	3.01	12.68	4.33	10.3	1.68	9.22	28.35	1.42	5.25	9.89	8.43	7.89	3.23
URS000083167E_GR_chr1_630916_630981_66_-	33.75	12.4	55.68	17	10.51	7.89	18.41	19.25	34.21	7.84	23.71	151.34	15.43	39.04	85.61	53.87	36.43	13.43
URS000058D04B_GR_chr1_630930_630996_67_+	1.5	0.42	1.13	0.45	0.51	0.17	0.14	0.27	0.87	0	0.38	3.24	0.1	0.46	2.06	2.09	0.92	0.29
URS00001BD944_GR_chr1_630931_630995_65_-	0.36	0.06	0.5	0.16	0.12	0.11	0.14	0.2	0.69	0	0.2	2.17	0.1	0.23	0.85	0.94	0.31	0.18
URS00000166EE_GR_chr1_630931_630996_66_-	0.36	0.06	0.5	0.16	0.17	0.11	0.14	0.2	0.69	0	0.2	2.28	0.1	0.23	0.85	0.94	0.31	0.23
URS000013A388_GR_chr1_630931_630996_66_+	0.36	0.06	0.5	0.16	0.17	0.11	0.14	0.2	0.69	0	0.2	2.28	0.1	0.23	0.85	0.94	0.31	0.23
URS000075989C_GR_chr1_630932_630996_65_-	0.3	0.06	0.22	0.1	0.11	0.11	0.08	0.2	0.69	0	0.2	1.61	0.1	0.05	0.69	0.54	0.31	0.17
URS0000596FF1_GR_chr1_630932_630997_66_-	0.3	0.06	0.22	0.1	0.11	0.11	0.08	0.2	0.69	0	0.2	1.61	0.1	0.05	0.69	0.54	0.31	0.17
URS000007C458_GR_chr1_630933_630996_64_-	0.12	0	0.16	0.04	0.11	0.06	0.08	0.08	0.57	0	0.13	0.95	0.1	0.05	0.63	0.47	0.16	0.17
URS0000DE152C_GR_chr1_630934_630996_63_-	0.07	0	0.1	0.04	0.11	0.06	0.08	0.08	0.39	0	0.13	0.83	0.1	0	0.57	0.35	0.1	0.17
URS00000CF8FB_GR_chr1_630934_630999_66_-	0.07	0	0.1	0.04	0.11	0.06	0.08	0.08	0.39	0	0.13	0.83	0.1	0	0.57	0.35	0.1	0.17
URS00019B0127_GR_chr1_630935_630996_62_-	0.07	0	0.04	0.04	0.11	0.06	0.08	0.08	0.35	0	0.08	0.77	0.1	0	0.32	0.29	0.1	0.12
URS0000774D5A_GR_chr1_630945_630996_52_-	0.11	0	0.07	0.07	0.16	0	0.06	0.14	0.16	0	0.04	0.78	0.07	0	0.08	0.18	0.07	0.09
URS00003AC822_GR_chr1_630974_631062_89_+	851.7	168.75	119.64	80.71	30.74	21.51	166.2	58.52	112.38	35.49	285.61	543.55	37.78	72.07	717.42	1179.56	53.59	25.7
URS0000762794_GR_chr1_630996_631059_64_-	788.76	166.8	79.55	52.39	22.69	12.8	66.55	53.38	89.66	28.28	168.05	406.68	22.71	35.09	426.23	1167.9	41.76	18.36
URS0000025325_GR_chr1_630996_631061_66_-	851.54	168.75	119.56	80.64	30.61	21.51	166.03	58.52	112.14	35.49	285.24	542.87	37.71	71.9	716.46	1178.82	53.33	25.65
URS0000473F8D_GR_chr1_630996_631061_66_+	851.54	168.75	119.56	80.64	30.61	21.51	166.03	58.52	112.14	35.49	285.24	542.87	37.71	71.9	716.46	1178.82	53.33	25.65
URS00002E6CEB_GR_chr1_630997_631061_65_-	851.54	168.75	119.56	80.64	30.61	21.51	166.03	58.52	112.14	35.49	285.24	542.87	37.71	71.9	716.46	1178.82	53.33	25.65
URS000077D9F7_GR_chr1_631012_631061_50_-	1026.16	203.39	144.67	97.77	36.98	26.04	201.6	70.56	135.17	42.88	344.91	656.18	45.66	87.18	867.82	1416.82	64.38	31.07
URS0000A2EE3C_GR_chr1_631041_631061_21_-	2.8	0.32	0.74	0.81	0.14	0	0.3	0.14	0.81	0	0.42	1.69	0.14	0.49	1.11	0.42	1.39	0.14
URS000075BE05_GR_chr1_632325_632413_89_-	0.5	1.7	3	0.62	1.5	0.5	6.1	0.75	0.75	0.5	1.12	3.38	0.5	0	12.9	3.85	5.39	1.25
URS000075D2A4_GR_chr1_632382_632403_22_-	0	0	0.25	0	0	0	0.1	0	0	0	0.12	0.25	0	0	0.5	0.25	0.22	0
URS00008268E8_GR_chr1_632537_632605_69_-	2.67	4.4	4.33	1.33	3.33	1	2.67	3.67	2.33	0.67	0	22.45	0	1.67	8.17	8	9.97	2
URS0000BA5588_GR_chr1_632615_632685_71_-	0.77	0.26	2.17	0.45	0.24	0.12	0.57	0.5	1.6	0.14	0.82	2.21	0.15	0.64	2.92	1.28	0.79	0.3
URS000005DB15_GR_chr1_632615_632686_72_-	1.58	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.56	0.32	1.32	6.01	2.62	1.61	0.61
URS00007595C1_GR_chr1_632616_632667_52_-	0.69	0.25	2.07	0.54	0.25	0.13	0.4	0.39	1.31	0.07	1.16	2.07	0.15	0.71	1.2	1.08	0.86	0.07
URS00000FA426_GR_chr1_632616_632677_62_-	0.69	0.27	2.34	0.57	0.25	0.13	0.43	0.46	1.37	0.07	1.16	2.22	0.21	0.72	1.93	1.28	1.04	0.17
URS0000535AED_GR_chr1_632616_632686_71_-	1.58	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS0000006998_GR_chr1_632616_632687_72_-	1.61	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS00000E376A_GR_chr1_632616_632687_72_+	1.61	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS000077952B_GR_chr1_632616_632688_73_-	1.61	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS0000562A5A_GR_chr1_632617_632683_67_-	0.69	0.27	2.6	0.57	0.25	0.13	0.48	0.52	1.74	0.09	1.22	2.39	0.21	0.72	2.56	1.8	1.1	0.26
URS00003C1E30_GR_chr1_632617_632684_68_-	0.72	0.27	2.6	0.57	0.25	0.13	0.48	0.55	1.74	0.09	1.22	2.45	0.21	0.72	2.56	1.8	1.1	0.26
URS00000F0AFC_GR_chr1_632617_632685_69_-	1.58	0.53	4.44	0.93	0.49	0.25	1.16	1.02	3.29	0.29	1.69	4.5	0.32	1.32	6.01	2.62	1.54	0.61
URS0000A0AF53_GR_chr1_632617_632685_69_+	1.58	0.53	4.44	0.93	0.49	0.25	1.16	1.02	3.29	0.29	1.69	4.5	0.32	1.32	6.01	2.62	1.54	0.61
URS00000CBD3B_GR_chr1_632617_632687_71_+	1.61	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS00000D7CD1_GR_chr1_632617_632687_71_-	1.61	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS00001DA089_GR_chr1_632617_632688_72_-	1.61	0.53	4.44	0.93	0.49	0.25	1.16	1.05	3.3	0.29	1.69	4.53	0.32	1.32	6.01	2.62	1.54	0.61
URS00008E8387_GR_chr1_632618_632686_69_-	1.19	0.43	3.35	0.67	0.38	0.12	0.92	0.76	2.42	0.22	0.83	3.01	0.27	0.8	5.92	2.5	1.23	0.54
URS00008FA249_GR_chr1_632619_632643_25_-	0.19	0.12	0.07	0.07	0.04	0	0.05	0.03	0.05	0	0.14	0.38	0	0.07	0.3	0.05	0.08	0
URS00008EF91F_GR_chr1_632619_632663_45_-	0.3	0.15	0.94	0.24	0.1	0	0.12	0.06	0.42	0	0.3	0.46	0.1	0.16	1.08	0.96	0.55	0
URS00008F43D0_GR_chr1_632619_632665_47_-	0.3	0.15	0.94	0.24	0.1	0	0.12	0.06	0.42	0	0.3	0.46	0.1	0.16	1.08	0.96	0.55	0
URS00008ED164_GR_chr1_632619_632666_48_-	0.3	0.15	0.94	0.24	0.1	0	0.12	0.06	0.42	0	0.3	0.46	0.1	0.16	1.08	0.96	0.55	0
URS0000DD275B_GR_chr1_632622_632687_66_-	1.18	0.41	3.24	0.64	0.34	0.12	0.85	0.73	2.42	0.22	0.72	2.85	0.27	0.73	5.76	2.5	1.23	0.54
URS0000DE6CB8_GR_chr1_632624_632687_64_-	1.04	0.33	3.18	0.6	0.3	0.12	0.81	0.73	2.42	0.22	0.57	2.55	0.27	0.7	5.52	2.45	1.19	0.54
URS0000DEBC7C_GR_chr1_632625_632687_63_-	1	0.31	3.18	0.49	0.3	0.12	0.77	0.71	2.33	0.22	0.57	2.51	0.27	0.7	5.48	2.45	1.15	0.54
URS0000E29D2E_GR_chr1_632627_632687_61_-	1	0.31	3.11	0.49	0.3	0.12	0.77	0.71	2.3	0.22	0.57	2.51	0.27	0.7	5.45	2.45	1.11	0.54
URS0000DBBB60_GR_chr1_632629_632687_59_-	0.96	0.31	3.02	0.49	0.3	0.12	0.77	0.69	2.26	0.22	0.57	2.5	0.27	0.7	5.3	2.41	1.07	0.54
URS0000DE381B_GR_chr1_632631_632687_57_-	0.96	0.31	2.92	0.49	0.3	0.12	0.77	0.69	2.26	0.22	0.57	2.5	0.27	0.7	5.3	2.37	1.07	0.54
URS0000DEF24D_GR_chr1_632638_632687_50_-	0.92	0.31	2.43	0.42	0.24	0.12	0.77	0.66	2.03	0.22	0.53	2.46	0.2	0.63	4.84	1.54	0.72	0.54
URS0000A56A50_GR_chr1_632639_632687_49_-	0.92	0.28	2.43	0.4	0.24	0.12	0.77	0.66	2.03	0.22	0.53	2.46	0.17	0.61	4.81	1.54	0.72	0.54
URS0000DF2285_GR_chr1_632641_632687_47_-	0.92	0.28	2.38	0.4	0.24	0.12	0.77	0.66	2	0.22	0.53	2.46	0.17	0.61	4.81	1.54	0.72	0.54
URS0000DC284A_GR_chr1_632642_632687_46_-	0.92	0.28	2.35	0.4	0.24	0.12	0.77	0.66	2	0.22	0.53	2.46	0.17	0.61	4.81	1.54	0.72	0.54
URS0000DD2867_GR_chr1_632644_632687_44_-	0.92	0.28	2.35	0.4	0.24	0.12	0.74	0.66	2	0.22	0.53	2.46	0.17	0.61	4.78	1.54	0.68	0.54
URS0000DEA00F_GR_chr1_632650_632687_38_-	0.92	0.28	2.32	0.36	0.24	0.12	0.74	0.63	1.96	0.22	0.53	2.43	0.11	0.61	4.78	1.54	0.68	0.54
URS0000DC5703_GR_chr1_632652_632687_36_-	0.92	0.28	2.32	0.36	0.24	0.12	0.74	0.63	1.96	0.22	0.53	2.4	0.11	0.61	4.78	1.54	0.68	0.54
URS0000A65008_GR_chr1_632657_632687_31_-	0.92	0.28	2.17	0.36	0.24	0.12	0.71	0.63	1.94	0.22	0.53	2.31	0.11	0.61	4.63	1.51	0.65	0.54
URS0000DF0E3E_GR_chr1_632665_632687_23_-	0.33	0.12	0.21	0.15	0.03	0.03	0.08	0.2	0.39	0.08	0.17	0.72	0.02	0.03	2.12	0.68	0.11	0.09
URS0000DD0D86_GR_chr1_632667_632687_21_-	0.21	0	0.09	0.15	0	0	0.05	0.14	0.2	0.04	0.14	0.54	0.02	0	0.78	0.49	0.03	0
URS0000D53EF0_GR_chr1_632668_632685_18_-	0.07	0	0.03	0.04	0	0	0.02	0.04	0.06	0.02	0.02	0.23	0.01	0	0.19	0.13	0.01	0
URS0000DED765_GR_chr1_632669_632687_19_-	0.07	0	0	0	0	0	0.02	0.02	0.04	0.02	0.02	0.17	0.02	0	0.07	0.06	0.03	0
URS0000DD9790_GR_chr1_632671_632687_17_-	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0
URS000082FF94_GR_chr1_632689_632755_67_+	1.18	0.28	0.52	0.13	0.55	0.11	0.44	0.06	1.12	0.05	1.4	2.55	0.27	1.48	3.64	0.15	0.62	0.12
URS000001544D_GR_chr1_632689_632756_68_+	1.92	0.33	1.01	0.37	1.25	0.2	0.71	0.24	1.71	0.14	1.44	2.79	0.57	1.67	4.73	0.47	0.98	0.23
URS000045E9A2_GR_chr1_632689_632756_68_-	1.92	0.33	1.01	0.37	1.25	0.2	0.71	0.24	1.71	0.14	1.44	2.79	0.57	1.67	4.73	0.47	0.98	0.23
URS00019A7CE7_GR_chr1_632690_632756_67_+	1.92	0.33	1.01	0.37	1.18	0.2	0.71	0.24	1.71	0.14	1.44	2.79	0.57	1.67	4.73	0.47	0.8	0.16
URS0000045675_GR_chr1_632690_632757_68_+	1.92	0.33	1.05	0.37	1.18	0.2	0.71	0.24	1.76	0.14	1.49	2.92	0.57	1.67	6.04	0.51	0.8	0.16
URS0000DDC656_GR_chr1_632693_632760_68_+	3.34	0.87	1.83	0.77	2	0.32	1.41	0.64	2.85	0.24	3.15	6.15	1.29	2.72	14.42	0.87	1.37	0.28
URS0000776A8D_GR_chr1_632694_632756_63_+	3.06	0.52	1.68	0.61	2	0.32	1.15	0.4	2.77	0.24	2.2	4.33	0.98	2.56	7.85	0.79	1.37	0.28
URS000075925A_GR_chr1_632701_632756_56_+	3.06	0.52	1.49	0.47	1.94	0.26	1.15	0.4	2.77	0.24	2.2	4.28	0.98	2.5	7.73	0.79	1.37	0.28
URS0000766C93_GR_chr1_632722_632756_35_+	1.28	0.24	1	0.47	1.52	0.2	0.55	0.32	1.34	0.16	0.24	1.17	0.76	0.41	4.88	0.54	1.2	0.28
URS0000DD1FE1_GR_chr1_632733_632756_24_+	1.28	0.24	0.84	0.47	1.2	0.16	0.55	0.32	1.26	0.16	0.16	0.81	0.53	0.33	4.8	0.54	0.87	0.28
URS0000DEE865_GR_chr1_632738_632756_19_+	0.1	0.09	0.12	0.01	0.06	0	0.05	0	0.05	0	0.05	0.33	0.17	0.1	1.08	0.18	0.19	0.11
URS000061CC6B_GR_chr1_633456_633533_78_+	10.94	7.9	37.2	13.68	9.57	6.22	14.7	7.2	7.85	2.13	11.3	30.74	3.95	6.29	12.42	9.03	35.86	10.15
URS0000302167_GR_chr1_633463_633532_70_+	9.97	6.33	34.78	13.09	8.19	5.88	13.45	6.66	7.23	1.67	10.61	27.82	3.61	5.25	10.88	6.05	34.57	9.51
URS00002BBA68_GR_chr1_633464_633522_59_+	9.88	6.3	33.81	12.79	7.93	5.61	12.69	6.52	6.89	1.55	10.22	26.72	3.54	4.59	9.35	5.9	34.1	9.42
URS000000EE2E_GR_chr1_633464_633533_70_+	10.94	7.9	37.2	13.68	9.57	6.22	14.7	7.12	7.85	2.13	11.24	30	3.95	6.29	11.42	7.03	35.86	10.15
URS0000DE8061_GR_chr1_633465_633533_69_+	3.1	2.44	13.6	3.56	3.47	1.62	5.53	1.44	2.17	0.78	3	6.74	1.44	2.41	5.31	2.9	8.7	1.75
URS00004903A5_GR_chr1_633465_633534_70_+	3.1	2.44	13.64	3.56	3.47	1.62	5.53	1.44	2.17	0.78	3	6.74	1.47	2.41	5.31	2.9	8.7	1.75
URS00019E7444_GR_chr1_633466_633533_68_+	3.03	2.36	12.82	3.5	3.24	1.56	5.4	1.29	2.09	0.78	3	6.74	1.44	2.41	5.31	2.9	8.56	1.75
URS00000673A6_GR_chr1_633467_633533_67_+	2.08	2.22	9.06	2.42	2.86	1.56	4.6	1.22	1.62	0.78	2.64	5.79	1.37	2.08	4.72	2.58	5.67	1.69
URS0000440183_GR_chr1_633467_633553_87_+	5.41	2.89	10.83	2.42	5.36	1.56	5.1	3.22	3.45	2.12	2.64	16.45	1.41	3.41	9.89	3.91	7.5	1.69
URS0000E568C3_GR_chr1_633469_633525_57_+	0.95	0.62	5.46	1.47	1.16	0.95	2.59	0.62	0.66	0.2	1.69	2.53	0.97	0.38	2.52	1.38	3.78	0.85
URS0001A10C89_GR_chr1_633469_633533_65_+	2.01	2.22	8.85	2.36	2.79	1.56	4.6	1.22	1.62	0.78	2.64	5.75	1.37	2.08	4.6	2.44	5.54	1.55
URS000041B182_GR_chr1_633470_633533_64_+	2.01	2.22	8.78	2.36	2.79	1.56	4.6	1.22	1.62	0.72	2.64	5.75	1.37	2.08	4.6	2.44	5.54	1.55
URS00019C33F9_GR_chr1_633471_633533_63_+	1.94	2.22	8.67	2.36	2.79	1.56	4.6	1.22	1.62	0.72	2.64	5.72	1.31	2.08	4.6	2.44	5.54	1.55
URS0000DCC92F_GR_chr1_633477_633533_57_+	1.31	2.09	3.61	0.96	1.71	0.6	2.04	0.7	1.02	0.59	1.02	3.91	0.4	1.78	2.9	1.46	1.94	0.73
URS0000768772_GR_chr1_633478_633533_56_+	1.31	2.09	3.61	0.96	1.71	0.6	2.04	0.7	1.02	0.59	1.02	3.91	0.4	1.78	2.9	1.46	1.94	0.73
URS00019DE2AD_GR_chr1_633483_633533_51_+	3.62	5.83	10.84	2.85	5.12	1.78	6.13	2.04	3.03	1.72	3.03	11.49	1.26	5.41	8.67	3.91	5.69	2.1
URS0000DEB98F_GR_chr1_633500_633533_34_+	3.42	4.87	10.29	2.75	4.62	1.78	5.81	1.94	2.93	1.72	2.93	10.18	1.26	5.09	7.66	3.31	5.59	2
URS0000EDA177_GR_chr1_633502_633533_32_+	3.2	4.57	9.74	2.63	4.52	1.18	5.01	1.74	2.73	1.52	2.83	9.07	1.26	4.69	3.36	3.31	4.99	1.9
URS00019B9090_GR_chr1_633505_633533_29_+	2.92	4.57	8.14	1.93	4.42	0.98	4.21	1.64	2.73	1.52	2.53	8.27	1.16	3.89	2.16	3.09	4.72	1.9
URS0000DE340F_GR_chr1_633507_633533_27_+	2.52	4.57	7.55	1.83	4.22	0.98	2.91	1.64	2.73	1.42	2.23	7.87	1.06	3.39	2.16	3.09	4.72	1.9
hsa_piR_006567_DQ578983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_023113_DQ601613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001862_DQ572491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017470_DQ594141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002D08C6_GR_chr1_1014032_1014058_27_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000058F30_GR_chr1_1017331_1017357_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018846_DQ595896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004B46FD_GR_chr1_1065763_1065789_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0
hsa_piR_006037_DQ578280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0
hsa_piR_006038_DQ578281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0
URS00003D6CC9_GR_chr1_1065763_1065792_30_+	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.08	0	0
