gene_id	n
URS00003FCDE8_GR_chr1_59322367_59322395_29_-	21
hsa_piR_000525_DQ570646	20
hsa_piR_000948_DQ571204	20
hsa_piR_002214_DQ572969	20
hsa_piR_002852_DQ573835	20
hsa_piR_003018_DQ574073	20
hsa_piR_003325_DQ574507	20
hsa_piR_004209_DQ575736	20
hsa_piR_004213_DQ575740	20
hsa_piR_004388_DQ576040	20
hsa_piR_004999_DQ576888	20
hsa_piR_005004_DQ576896	20
hsa_piR_005057_DQ576984	20
hsa_piR_005070_DQ577002	20
hsa_piR_005510_DQ577570	20
hsa_piR_006036_DQ578277	20
hsa_piR_008851_DQ582010	20
hsa_piR_009104_DQ582332	20
hsa_piR_009200_DQ582461	20
hsa_piR_010041_DQ583514	20
hsa_piR_010315_DQ583894	20
hsa_piR_011930_DQ586140	20
hsa_piR_015392_DQ591027	20
hsa_piR_019363_DQ596596	20
hsa_piR_019397_DQ596642	20
hsa_piR_019693_DQ597028	20
hsa_piR_020701_DQ598493	20
hsa_piR_022417_DQ600666	20
URS00000935AA_GR_chr1_138364_138393_30_-	20
URS00001D3FAD_GR_chr15_99800178_99800207_30_-	20
URS00001FF903_GR_chr15_30101138_30101165_28_-	20
URS000027CCA7_GR_chr15_30101134_30101162_29_-	20
URS00003B5E92_GR_chr15_30101137_30101162_26_-	20
URS00003C1030_GR_chr1_31277748_31277774_27_-	20
hsa_piR_000190_DQ570194	19
hsa_piR_003686_DQ575011	19
hsa_piR_003759_DQ575105	19
hsa_piR_004080_DQ575563	19
hsa_piR_004214_DQ575742	19
hsa_piR_004473_DQ576157	19
hsa_piR_005032_DQ576942	19
hsa_piR_005255_DQ577237	19
hsa_piR_005799_DQ577967	19
hsa_piR_006726_DQ579194	19
hsa_piR_009268_DQ582539	19
hsa_piR_009596_DQ582943	19
hsa_piR_010028_DQ583497	19
hsa_piR_010083_DQ583578	19
hsa_piR_010129_DQ583638	19
hsa_piR_011289_DQ585240	19
hsa_piR_013685_DQ588687	19
hsa_piR_014292_DQ589528	19
hsa_piR_014302_DQ589538	19
hsa_piR_015680_DQ591426	19
hsa_piR_016225_DQ592132	19
hsa_piR_016996_DQ593486	19
hsa_piR_017100_DQ593629	19
hsa_piR_018232_DQ595111	19
hsa_piR_018538_DQ595494	19
hsa_piR_019010_DQ596097	19
hsa_piR_019121_DQ596250	19
hsa_piR_019775_DQ597141	19
hsa_piR_020083_DQ597591	19
hsa_piR_020160_DQ597687	19
hsa_piR_020491_DQ598168	19
hsa_piR_020734_DQ598537	19
URS0000058F30_GR_chr10_53925223_53925250_28_-	19
URS0000085399_GR_chr1_173685164_173685192_29_-	19
URS00001DB0B1_GR_chr15_75791731_75791759_29_-	19
URS0000228B60_GR_chr1_135737_135765_29_-	19
URS000028CDD3_GR_chrX_1036626_1036651_26_+	19
URS0000382BC1_GR_chr15_20565546_20565573_28_-	19
URS00003B69F7_GR_chr5_27174731_27174756_26_-	19
URS00003D662E_GR_chr1_101233826_101233855_30_-	19
URS000046AD01_GR_chr10_71932928_71932960_33_+	19
URS000048F3D1_GR_chr1_135739_135765_27_-	19
hsa_piR_000046_DQ569995	18
hsa_piR_000456_DQ570561	18
hsa_piR_002031_DQ572720	18
hsa_piR_002236_DQ573014	18
hsa_piR_002433_DQ573282	18
hsa_piR_002801_DQ573768	18
hsa_piR_003451_DQ574687	18
hsa_piR_003458_DQ574694	18
hsa_piR_004307_DQ575881	18
hsa_piR_004602_DQ576330	18
hsa_piR_004998_DQ576887	18
hsa_piR_005213_DQ577189	18
hsa_piR_006469_DQ578839	18
hsa_piR_007985_DQ580861	18
hsa_piR_008087_DQ580996	18
hsa_piR_008188_DQ581126	18
hsa_piR_008764_DQ581894	18
hsa_piR_009400_DQ582701	18
hsa_piR_009647_DQ583010	18
hsa_piR_011870_DQ586052	18
hsa_piR_016448_DQ592403	18
hsa_piR_016745_DQ593052	18
hsa_piR_017447_DQ594114	18
hsa_piR_017723_DQ594464	18
hsa_piR_018347_DQ595253	18
hsa_piR_018661_DQ595661	18
hsa_piR_018913_DQ595981	18
hsa_piR_019999_DQ597468	18
hsa_piR_020240_DQ597791	18
hsa_piR_021629_DQ599659	18
hsa_piR_022017_DQ600174	18
hsa_piR_022159_DQ600348	18
hsa_piR_022313_DQ600536	18
hsa_piR_022553_DQ600854	18
URS000002CD0D_GR_chr15_75791730_75791759_30_-	18
URS0000032313_GR_chr15_78750063_78750091_29_-	18
URS000003EE12_GR_chr15_30101136_30101162_27_-	18
URS000008A17A_GR_chr15_75791732_75791759_28_-	18
URS000008C109_GR_chr15_20566527_20566556_30_-	18
URS00000DCF77_GR_chr15_75791731_75791757_27_-	18
URS00001955DF_GR_chr15_99799806_99799835_30_-	18
URS0000200F8D_GR_chr1_11305550_11305601_52_-	18
URS000025781F_GR_chr1_155803_155831_29_-	18
URS00002A7F2B_GR_chr15_30101135_30101162_28_-	18
URS00002EE726_GR_chr15_75791734_75791759_26_-	18
URS00002F848C_GR_chr15_75791731_75791758_28_-	18
URS0000344135_GR_chr15_101752610_101752638_29_+	18
URS0000375375_GR_chr15_75791731_75791760_30_-	18
URS000044473B_GR_chr1_121020770_121020796_27_-	18
URS00005325D2_GR_chr10_9141405_9141429_25_+	18
URS000058221B_GR_chr15_75791731_75791756_26_-	18
URS00005CC90E_GR_chr15_30101134_30101163_30_-	18
URS000060C9D3_GR_chr15_30101133_30101162_30_-	18
hsa_piR_000427_DQ570522	17
hsa_piR_001030_DQ571321	17
hsa_piR_002894_DQ573890	17
hsa_piR_002933_DQ573940	17
hsa_piR_003538_DQ574804	17
hsa_piR_004035_DQ575493	17
hsa_piR_004817_DQ576627	17
hsa_piR_005301_DQ577296	17
hsa_piR_005497_DQ577552	17
hsa_piR_005624_DQ577728	17
hsa_piR_007045_DQ579609	17
hsa_piR_008561_DQ581619	17
hsa_piR_008791_DQ581928	17
hsa_piR_008990_DQ582185	17
hsa_piR_009267_DQ582538	17
hsa_piR_009863_DQ583279	17
hsa_piR_010167_DQ583692	17
hsa_piR_011860_DQ586040	17
hsa_piR_012204_DQ586497	17
hsa_piR_012435_DQ586822	17
hsa_piR_012839_DQ587384	17
hsa_piR_013915_DQ589005	17
hsa_piR_015210_DQ590781	17
hsa_piR_016449_DQ592404	17
hsa_piR_017833_DQ594619	17
hsa_piR_019008_DQ596095	17
hsa_piR_019607_DQ596908	17
hsa_piR_021563_DQ599580	17
hsa_piR_022032_DQ600191	17
hsa_piR_022298_DQ600517	17
URS0000008BB7_GR_chr17_5135623_5135649_27_-	17
URS000001D73D_GR_chr15_78750060_78750088_29_-	17
URS0000090294_GR_chr15_99799823_99799852_30_-	17
URS00000BFAF5_GR_chr15_99799815_99799840_26_-	17
URS00000C0D2C_GR_chr15_99799821_99799851_31_+	17
URS00000EE070_GR_chr5_78726466_78726491_26_-	17
URS00000FD86B_GR_chr15_99799812_99799841_30_-	17
URS00001110D6_GR_chr17_5135621_5135649_29_-	17
URS00001131C0_GR_chr15_99800182_99800207_26_-	17
URS000014753E_GR_chr15_99799792_99799819_28_-	17
URS000014A3E3_GR_chr15_99799813_99799842_30_-	17
URS000015CCAB_GR_chr15_99799787_99799815_29_-	17
URS000016EC20_GR_chr15_78750062_78750088_27_-	17
URS000017AC82_GR_chr15_99799793_99799820_28_-	17
URS0000185E11_GR_chr15_99799811_99799839_29_-	17
URS00001A9453_GR_chr15_99800117_99800145_29_-	17
URS00001C1658_GR_chr17_5134756_5134784_29_-	17
URS00001E9751_GR_chr15_101752610_101752637_28_+	17
URS0000200A19_GR_chr15_99800118_99800148_31_+	17
URS0000217F39_GR_chr15_99799814_99799840_27_-	17
URS0000221405_GR_chr15_99799925_99799952_28_-	17
URS0000227223_GR_chr15_99799814_99799845_32_-	17
URS0000232B2A_GR_chr15_99800181_99800207_27_-	17
URS0000257922_GR_chr15_99799794_99799820_27_-	17
URS0000268FAB_GR_chr15_20570901_20570930_30_-	17
URS00002A2B70_GR_chr15_99799826_99799855_30_-	17
URS00002B2CFC_GR_chr15_99800180_99800207_28_-	17
URS00002C62EE_GR_chr15_99799794_99799820_27_+	17
URS00002E5E84_GR_chr15_99799814_99799842_29_-	17
URS000031D7AF_GR_chr15_99800120_99800145_26_-	17
URS000034A391_GR_chr15_99799781_99799808_28_-	17
URS000034FF64_GR_chr5_21484340_21484370_31_+	17
URS0000357736_GR_chr15_99799823_99799851_29_+	17
URS000036AF04_GR_chr15_99799787_99799816_30_-	17
URS000037D635_GR_chr15_99799814_99799844_31_-	17
URS000038D525_GR_chr15_99799789_99799817_29_+	17
URS00003AE0E7_GR_chr15_78750061_78750088_28_-	17
URS00003BE65F_GR_chr15_99799783_99799809_27_-	17
URS00003E7F2F_GR_chr15_99800178_99800204_27_-	17
URS00003ECDCD_GR_chr10_30367912_30367942_31_+	17
URS0000422777_GR_chr15_99799914_99799942_29_+	17
URS000047810B_GR_chr15_99799919_99799949_31_-	17
URS0000494E53_GR_chr15_99800179_99800207_29_-	17
URS00004988BD_GR_chr15_78750062_78750091_30_-	17
URS00004C1C9E_GR_chr15_99800175_99800204_30_-	17
URS00004E4884_GR_chr17_5132072_5132098_27_-	17
URS00004E7C39_GR_chr17_5133869_5133897_29_-	17
URS000053E3C2_GR_chr15_99799786_99799815_30_-	17
URS000054BDBE_GR_chr15_99799813_99799841_29_-	17
URS0000553D14_GR_chr15_99799812_99799840_29_-	17
URS0000559012_GR_chr15_99799797_99799827_31_-	17
URS0000562C5F_GR_chr15_99800179_99800206_28_-	17
URS0000596059_GR_chr15_99799794_99799822_29_+	17
URS00005D474D_GR_chr15_99799925_99799950_26_-	17
URS00005E4612_GR_chr15_99799813_99799844_32_-	17
URS00005E86D8_GR_chr15_99800177_99800207_31_-	17
URS00005FFD67_GR_chr17_5132670_5132698_29_-	17
URS0000604658_GR_chr15_99799811_99799840_30_-	17
hsa_piR_000201_DQ570213	16
hsa_piR_000713_DQ570885	16
hsa_piR_000912_DQ571160	16
hsa_piR_001081_DQ571392	16
hsa_piR_002414_DQ573254	16
hsa_piR_003721_DQ575054	16
hsa_piR_003818_DQ575191	16
hsa_piR_004172_DQ575685	16
hsa_piR_006336_DQ578660	16
hsa_piR_006477_DQ578848	16
hsa_piR_006864_DQ579362	16
hsa_piR_007025_DQ579581	16
hsa_piR_007188_DQ579797	16
hsa_piR_007198_DQ579810	16
hsa_piR_008557_DQ581615	16
hsa_piR_008868_DQ582031	16
hsa_piR_009302_DQ582576	16
hsa_piR_009311_DQ582588	16
hsa_piR_009561_DQ582898	16
hsa_piR_010024_DQ583491	16
hsa_piR_010036_DQ583509	16
hsa_piR_010425_DQ584042	16
hsa_piR_010755_DQ584518	16
hsa_piR_011713_DQ585853	16
hsa_piR_011832_DQ586004	16
hsa_piR_013146_DQ587821	16
hsa_piR_013817_DQ588873	16
hsa_piR_014242_DQ589462	16
hsa_piR_014505_DQ589868	16
hsa_piR_015059_DQ590589	16
hsa_piR_015394_DQ591030	16
hsa_piR_016080_DQ591945	16
hsa_piR_016408_DQ592358	16
hsa_piR_016850_DQ593188	16
hsa_piR_016852_DQ593190	16
hsa_piR_017132_DQ593686	16
hsa_piR_017294_DQ593908	16
hsa_piR_019757_DQ597115	16
hsa_piR_019760_DQ597123	16
hsa_piR_020580_DQ598307	16
hsa_piR_020821_DQ598663	16
hsa_piR_022924_DQ601342	16
hsa_piR_023171_DQ601687	16
hsa_piR_023409	16
URS0000007995_GR_chr15_101752621_101752647_27_+	16
URS000003B1C4_GR_chr17_18398322_18398350_29_+	16
URS000004D30A_GR_chr15_101753500_101753527_28_+	16
URS000005C542_GR_chr15_101752610_101752636_27_+	16
URS000009CAFD_GR_chr15_101752732_101752761_30_+	16
URS000009D15C_GR_chr15_101753500_101753525_26_+	16
URS00000BAF13_GR_chr15_101752612_101752639_28_+	16
URS00000D0AC1_GR_chr15_101752630_101752661_32_+	16
URS00000D6E2C_GR_chr15_101752491_101752518_28_+	16
URS00000E5003_GR_chr15_101752613_101752639_27_+	16
URS00000FD8DF_GR_chr15_101753500_101753526_27_+	16
URS0000114D86_GR_chr15_101752613_101752642_30_+	16
URS0000163642_GR_chr10_73931280_73931309_30_+	16
URS0000183371_GR_chr7_58172657_58172685_29_+	16
URS00001ADC87_GR_chr15_101753501_101753529_29_+	16
URS0000203295_GR_chr15_101752750_101752778_29_+	16
URS000021C3E3_GR_chr15_101752738_101752766_29_+	16
URS00002219CE_GR_chr17_5133279_5133307_29_-	16
URS00002325BF_GR_chr15_101752750_101752777_28_+	16
URS00002478EC_GR_chr17_18400889_18400919_31_-	16
URS000025A90C_GR_chr15_101752741_101752770_30_+	16
URS00002673BC_GR_chr15_101753481_101753509_29_-	16
URS000028C743_GR_chr15_101752621_101752651_31_+	16
URS0000292A92_GR_chr1_33063663_33063695_33_-	16
URS00002998CD_GR_chr15_101752610_101752640_31_+	16
URS00002CB5F2_GR_chr15_101752740_101752768_29_+	16
URS00002E7BBE_GR_chr15_101752621_101752651_31_-	16
URS00002E85DD_GR_chr15_101752494_101752519_26_+	16
URS0000342A4B_GR_chr17_5132066_5132095_30_-	16
URS0000344F83_GR_chr15_101753508_101753535_28_+	16
URS0000367AB6_GR_chr15_101752735_101752762_28_+	16
URS00003A0756_GR_chr15_101753409_101753436_28_+	16
URS00003AB8F6_GR_chr15_101752737_101752765_29_+	16
URS00003BF8FA_GR_chr15_101752741_101752769_29_+	16
URS00003D8080_GR_chr17_18399280_18399310_31_-	16
URS00003EF476_GR_chr15_101752740_101752770_31_+	16
URS000042DC42_GR_chr15_101752491_101752517_27_-	16
URS0000439D44_GR_chr15_101752870_101752898_29_-	16
URS000043C86A_GR_chr15_101752605_101752633_29_+	16
URS0000444AB9_GR_chr15_101752609_101752636_28_+	16
URS0000450DBA_GR_chr15_101752750_101752775_26_+	16
URS0000471EAF_GR_chr17_5132062_5132090_29_-	16
URS0000495F28_GR_chr15_101753500_101753528_29_+	16
URS0000499C14_GR_chr10_118541079_118541111_33_-	16
URS00004B089A_GR_chr15_101752605_101752632_28_+	16
URS00004CF822_GR_chr15_101752616_101752642_27_+	16
URS00004E4BE8_GR_chr15_101752627_101752654_28_+	16
URS0000505CC7_GR_chr15_101752737_101752764_28_+	16
URS000050CDC4_GR_chr15_101752614_101752639_26_+	16
URS0000514C35_GR_chr15_101752617_101752642_26_+	16
URS0000522EEE_GR_chr11_1429532_1429560_29_-	16
URS00005434BA_GR_chr15_101752627_101752656_30_-	16
URS0000574475_GR_chr15_101752612_101752642_31_+	16
URS000057B9BC_GR_chr15_101752610_101752635_26_+	16
URS00005E506C_GR_chr15_101752611_101752637_27_+	16
URS00005F0F57_GR_chr15_101752736_101752765_30_+	16
hsa_piR_001289_DQ571776	15
hsa_piR_002032_DQ572721	15
hsa_piR_002223_DQ572984	15
hsa_piR_002274_DQ573067	15
hsa_piR_002500_DQ573372	15
hsa_piR_003534_DQ574798	15
hsa_piR_005385_DQ577405	15
hsa_piR_005671_DQ577787	15
hsa_piR_006744_DQ579214	15
hsa_piR_006813_DQ579298	15
hsa_piR_007691_DQ580479	15
hsa_piR_008039_DQ580938	15
hsa_piR_009642_DQ583004	15
hsa_piR_010431_DQ584049	15
hsa_piR_010830_DQ584610	15
hsa_piR_012529_DQ586947	15
hsa_piR_012716_DQ587199	15
hsa_piR_013002_DQ587621	15
hsa_piR_013218_DQ587917	15
hsa_piR_013363_DQ588117	15
hsa_piR_019576_DQ596866	15
hsa_piR_019587_DQ596880	15
hsa_piR_020404_DQ598034	15
hsa_piR_021635_DQ599666	15
hsa_piR_022314_DQ600537	15
hsa_piR_022488_DQ600764	15
hsa_piR_022657_DQ601006	15
URS00000E819E_GR_chr12_100157847_100157872_26_+	15
URS0000288D96_GR_chr12_100157847_100157874_28_+	15
URS00002BB34C_GR_chr12_100157847_100157875_29_+	15
URS00002EB1FE_GR_chr1_138425_138452_28_-	15
URS0000593794_GR_chr1_173382124_173382161_38_+	15
hsa_piR_000913_DQ571161	14
hsa_piR_001138_DQ571479	14
hsa_piR_001288_DQ571773	14
hsa_piR_001679_DQ572271	14
hsa_piR_002208_DQ572962	14
hsa_piR_002350_DQ573170	14
hsa_piR_002651_DQ573577	14
hsa_piR_003118_DQ574223	14
hsa_piR_003482_DQ574723	14
hsa_piR_003531_DQ574795	14
hsa_piR_003968_DQ575408	14
hsa_piR_005339_DQ577349	14
hsa_piR_007363_DQ580039	14
hsa_piR_008362_DQ581351	14
hsa_piR_008897_DQ582071	14
hsa_piR_009192_DQ582448	14
hsa_piR_009493_DQ582815	14
hsa_piR_009530_DQ582859	14
hsa_piR_009904_DQ583335	14
hsa_piR_011374_DQ585363	14
hsa_piR_012394_DQ586769	14
hsa_piR_012611_DQ587055	14
hsa_piR_013098_DQ587761	14
hsa_piR_013209_DQ587906	14
hsa_piR_014228_DQ589446	14
hsa_piR_014943_DQ590432	14
hsa_piR_015171_DQ590732	14
hsa_piR_016306_DQ592226	14
hsa_piR_017131_DQ593684	14
hsa_piR_017277_DQ593886	14
hsa_piR_017700_DQ594428	14
hsa_piR_018080_DQ594912	14
hsa_piR_018958_DQ596037	14
hsa_piR_020181_DQ597718	14
hsa_piR_020345_DQ597945	14
hsa_piR_021456_DQ599451	14
hsa_piR_021696_DQ599738	14
hsa_piR_022746_DQ601116	14
URS000002D27D_GR_chr17_5134752_5134782_31_-	14
URS0000135370_GR_chr19_47907743_47907771_29_+	14
URS000019ABDC_GR_chr12_8538327_8538356_30_+	14
URS000051F595_GR_chr5_21482834_21482862_29_+	14
URS00005B2945_GR_chr10_132093491_132093524_34_+	14
URS00005ED790_GR_chr13_18745554_18745579_26_-	14
hsa_piR_000613_DQ570762	13
hsa_piR_001321_DQ571826	13
hsa_piR_001591_DQ572164	13
hsa_piR_003068_DQ574150	13
hsa_piR_003422_DQ574645	13
hsa_piR_003656_DQ574973	13
hsa_piR_004391_DQ576043	13
hsa_piR_004670_DQ576410	13
hsa_piR_004735_DQ576498	13
hsa_piR_004781_DQ576571	13
hsa_piR_005085_DQ577017	13
hsa_piR_005445_DQ577483	13
hsa_piR_006256_DQ578565	13
hsa_piR_006805_DQ579288	13
hsa_piR_007438_DQ580133	13
hsa_piR_007478_DQ580196	13
hsa_piR_007510_DQ580237	13
hsa_piR_007871_DQ580710	13
hsa_piR_008898_DQ582073	13
hsa_piR_009007_DQ582208	13
hsa_piR_010553_DQ584213	13
hsa_piR_011103_DQ584983	13
hsa_piR_012754_DQ587270	13
hsa_piR_013247_DQ587949	13
hsa_piR_013460_DQ588252	13
hsa_piR_013613_DQ588577	13
hsa_piR_014551_DQ589932	13
hsa_piR_014701_DQ590126	13
hsa_piR_015100_DQ590643	13
hsa_piR_016409_DQ592360	13
hsa_piR_017239_DQ593836	13
hsa_piR_017261_DQ593866	13
hsa_piR_018569_DQ595533	13
hsa_piR_018724_DQ595736	13
hsa_piR_019086_DQ596206	13
hsa_piR_019640_DQ596945	13
hsa_piR_019826_DQ597221	13
hsa_piR_020241_DQ597792	13
hsa_piR_020624_DQ598383	13
hsa_piR_021145_DQ599058	13
hsa_piR_021325_DQ599299	13
hsa_piR_021645_DQ599677	13
hsa_piR_021824_DQ599897	13
hsa_piR_022031_DQ600190	13
hsa_piR_022315_DQ600539	13
URS000000E28E_GR_chr15_101752604_101752633_30_+	13
URS000007DC40_GR_chr1_137843_137871_29_-	13
URS00000C0C75_GR_chr15_101752881_101752910_30_+	13
URS000017A9A4_GR_chr17_18397428_18397456_29_-	13
URS00001B5B09_GR_chr1_206307182_206307210_29_+	13
URS00001D4228_GR_chr1_15379811_15379837_27_+	13
URS000027946F_GR_chr15_20534074_20534103_30_+	13
URS00002A7518_GR_chr1_95167673_95167708_36_-	13
URS00002FE02E_GR_chr1_91573085_91573118_34_-	13
URS000030E724_GR_chr15_23166514_23166542_29_-	13
URS0000327B6E_GR_chr1_144084508_144084536_29_+	13
URS000033FB97_GR_chr1_37640494_37640523_30_-	13
URS0000343C4C_GR_chr17_18397429_18397457_29_-	13
URS000039F481_GR_chr1_16545980_16546006_27_-	13
URS00003C654A_GR_chr17_36176021_36176047_27_-	13
URS00004BFA8B_GR_chr15_99799803_99799832_30_-	13
URS0000533E72_GR_chr6_909542_909571_30_+	13
URS00005342AE_GR_chr5_34192351_34192377_27_-	13
hsa_piR_000771_DQ570963	12
hsa_piR_000821_DQ571024	12
hsa_piR_000857_DQ571079	12
hsa_piR_001215_DQ571605	12
hsa_piR_001311_DQ571812	12
hsa_piR_001728_DQ572329	12
hsa_piR_002427_DQ573272	12
hsa_piR_003826_DQ575205	12
hsa_piR_004479_DQ576163	12
hsa_piR_004920_DQ576768	12
hsa_piR_005043_DQ576962	12
hsa_piR_006075_DQ578342	12
hsa_piR_006325_DQ578648	12
hsa_piR_006556_DQ578965	12
hsa_piR_006567_DQ578983	12
hsa_piR_008106_DQ581020	12
hsa_piR_008230_DQ581181	12
hsa_piR_008850_DQ582009	12
hsa_piR_009295_DQ582567	12
hsa_piR_009957_DQ583405	12
hsa_piR_010620_DQ584306	12
hsa_piR_011977_DQ586193	12
hsa_piR_012396_DQ586771	12
hsa_piR_012487_DQ586891	12
hsa_piR_012540_DQ586960	12
hsa_piR_012883_DQ587457	12
hsa_piR_013031_DQ587656	12
hsa_piR_013856_DQ588926	12
hsa_piR_013892_DQ588972	12
hsa_piR_014255_DQ589481	12
hsa_piR_014491_DQ589850	12
hsa_piR_014716_DQ590144	12
hsa_piR_015123_DQ590672	12
hsa_piR_015666_DQ591411	12
hsa_piR_015926_DQ591760	12
hsa_piR_016363_DQ592300	12
hsa_piR_016479_DQ592442	12
hsa_piR_017044_DQ593553	12
hsa_piR_018582_DQ595555	12
hsa_piR_018882_DQ595940	12
hsa_piR_019600_DQ596899	12
hsa_piR_019692_DQ597026	12
hsa_piR_020572_DQ598296	12
hsa_piR_021243_DQ599180	12
hsa_piR_021423_DQ599406	12
hsa_piR_021759_DQ599812	12
hsa_piR_022404_DQ600651	12
hsa_piR_022666_DQ601017	12
URS000015E620_GR_chr15_101753385_101753413_29_+	12
URS000016A561_GR_chr10_73931084_73931113_30_+	12
URS00001A16AB_GR_chr15_22612108_22612140_33_+	12
URS000021121B_GR_chr1_144123876_144123901_26_-	12
URS0000490993_GR_chr15_101753389_101753416_28_+	12
URS0000513268_GR_chr14_19163293_19163318_26_+	12
URS000056C375_GR_chr10_7554707_7554748_42_-	12
URS000056C375_GR_chr11_15567687_15567728_42_-	12
URS00005B2945_GR_chr1_90997923_90997956_34_-	12
URS00005FE9D5_GR_chr11_25621431_25621458_28_+	12
URS0000618C73_GR_chr15_101753384_101753411_28_+	12
hsa_piR_000043_DQ569990	11
hsa_piR_000203_DQ570215	11
hsa_piR_000541_DQ570669	11
hsa_piR_000578_DQ570720	11
hsa_piR_000636_DQ570796	11
hsa_piR_000661_DQ570825	11
hsa_piR_002192_DQ572940	11
hsa_piR_002858_DQ573843	11
hsa_piR_002915_DQ573916	11
hsa_piR_003123_DQ574231	11
hsa_piR_003507_DQ574760	11
hsa_piR_004009_DQ575461	11
hsa_piR_004402_DQ576060	11
hsa_piR_005142_DQ577094	11
hsa_piR_005358_DQ577368	11
hsa_piR_005642_DQ577750	11
hsa_piR_005919_DQ578126	11
hsa_piR_006326_DQ578649	11
hsa_piR_008540_DQ581594	11
hsa_piR_008547_DQ581601	11
hsa_piR_008890_DQ582061	11
hsa_piR_009380_DQ582680	11
hsa_piR_009728_DQ583107	11
hsa_piR_010308_DQ583886	11
hsa_piR_010360_DQ583947	11
hsa_piR_010587_DQ584262	11
hsa_piR_011652_DQ585780	11
hsa_piR_012658_DQ587118	11
hsa_piR_013100_DQ587766	11
hsa_piR_013217_DQ587916	11
hsa_piR_013292_DQ588018	11
hsa_piR_014140_DQ589317	11
hsa_piR_014200_DQ589411	11
hsa_piR_014847_DQ590312	11
hsa_piR_015107_DQ590650	11
hsa_piR_016628_DQ592892	11
hsa_piR_016738_DQ593042	11
hsa_piR_016881_DQ593231	11
hsa_piR_016943_DQ593353	11
hsa_piR_016946_DQ593358	11
hsa_piR_016966_DQ593403	11
hsa_piR_017299_DQ593914	11
hsa_piR_017415_DQ594072	11
hsa_piR_018427_DQ595350	11
hsa_piR_018716_DQ595728	11
hsa_piR_018743_DQ595759	11
hsa_piR_019112_DQ596239	11
hsa_piR_019285_DQ596485	11
hsa_piR_019887_DQ597305	11
hsa_piR_020364_DQ597971	11
hsa_piR_020644_DQ598409	11
hsa_piR_020706_DQ598499	11
hsa_piR_020915_DQ598780	11
hsa_piR_021572_DQ599592	11
hsa_piR_021804_DQ599868	11
hsa_piR_023017_DQ601464	11
hsa_piR_023388	11
hsa_piR_023395	11
URS0000014BE9_GR_chr5_69632295_69632320_26_-	11
URS000001D3F9_GR_chr13_65296717_65296751_35_-	11
URS000008484A_GR_chr5_69632292_69632320_29_-	11
URS00000AB193_GR_chr11_55570648_55570677_30_-	11
URS00000EE133_GR_chr12_61592625_61592666_42_+	11
URS000010D9D9_GR_chr15_101753361_101753390_30_+	11
URS00001150AA_GR_chr14_46556043_46556076_34_+	11
URS0000147935_GR_chr1_149784_149810_27_-	11
URS00002009FE_GR_chr1_102132527_102132553_27_+	11
URS000022935D_GR_chr1_174767202_174767229_28_+	11
URS0000282F90_GR_chr15_82442218_82442247_30_-	11
URS0000375886_GR_chr16_14707681_14707708_28_+	11
URS00003B2392_GR_chr15_101753354_101753381_28_-	11
URS00003E9955_GR_chr1_174767202_174767228_27_+	11
URS0000401D3A_GR_chr10_121384836_121384865_30_-	11
URS00004490E4_GR_chr5_69632269_69632296_28_-	11
URS000044BDB2_GR_chr15_82442219_82442247_29_-	11
URS0000502F75_GR_chr18_14333817_14333845_29_+	11
URS0000516A14_GR_chr15_101753356_101753381_26_+	11
URS000056C375_GR_chr1_20690739_20690780_42_-	11
URS000056C375_GR_chr5_34196712_34196753_42_-	11
URS00005BDE55_GR_chr7_56813792_56813819_28_-	11
URS00005DBE8A_GR_chr15_30100629_30100655_27_-	11
URS00005F6F5A_GR_chr15_22610093_22610121_29_+	11
URS00005FA8CE_GR_chr5_69632270_69632296_27_-	11
URS000061D875_GR_chr16_21423231_21423259_29_-	11
hsa_piR_000135_DQ570106	10
hsa_piR_000488_DQ570605	10
hsa_piR_000745_DQ570931	10
hsa_piR_001068_DQ571375	10
hsa_piR_001233_DQ571643	10
hsa_piR_001625_DQ572206	10
hsa_piR_002093_DQ572794	10
hsa_piR_002698_DQ573638	10
hsa_piR_003428_DQ574660	10
hsa_piR_003629_DQ574942	10
hsa_piR_003853_DQ575245	10
hsa_piR_004245_DQ575787	10
hsa_piR_004308_DQ575882	10
hsa_piR_004528_DQ576230	10
hsa_piR_004874_DQ576705	10
hsa_piR_004982_DQ576858	10
hsa_piR_005026_DQ576926	10
hsa_piR_005239_DQ577218	10
hsa_piR_005261_DQ577244	10
hsa_piR_005786_DQ577950	10
hsa_piR_006338_DQ578663	10
hsa_piR_007000_DQ579547	10
hsa_piR_007095_DQ579678	10
hsa_piR_007505_DQ580232	10
hsa_piR_008018_DQ580909	10
hsa_piR_008187_DQ581125	10
hsa_piR_008309_DQ581287	10
hsa_piR_008434_DQ581443	10
hsa_piR_009131_DQ582367	10
hsa_piR_009253_DQ582524	10
hsa_piR_009257_DQ582528	10
hsa_piR_009375_DQ582673	10
hsa_piR_009448_DQ582758	10
hsa_piR_009525_DQ582854	10
hsa_piR_009669_DQ583034	10
hsa_piR_009739_DQ583123	10
hsa_piR_009768_DQ583162	10
hsa_piR_010138_DQ583650	10
hsa_piR_010319_DQ583898	10
hsa_piR_010593_DQ584272	10
hsa_piR_010605_DQ584291	10
hsa_piR_011370_DQ585359	10
hsa_piR_011446_DQ585467	10
hsa_piR_011979_DQ586196	10
