seq_piBNK	seq_id	gene_type_piRNAs	gene_id	gene_type_genes	gene_name	type_piRNAs	type_genes
chr1_83942492_83942517_26_-	hsa_piR_014058_DQ589211	piRNA	ENSG00000137941.17	protein_coding	TTLL7	exon	exon
chr1_85653963_85653991_29_-	hsa_piR_016401_DQ592349	piRNA	ENSG00000117174.11	protein_coding	ZNHIT6	exon	exon
chr1_90714608_90714634_27_-	hsa_piR_000856_DQ571078	piRNA	ENSG00000143032.8	protein_coding	BARHL2	exon	exon
chr1_90714682_90714708_27_-	hsa_piR_016679_DQ592955	piRNA	ENSG00000143032.8	protein_coding	BARHL2	exon	exon
chr1_92512052_92512077_26_-	hsa_piR_000467_DQ570577	piRNA	ENSG00000067208.14	protein_coding	EVI5	exon	exon
chr1_94149024_94149050_27_-	URS000022935D_GR_chr1_13238721_13238747_27_-	piRNA	ENSG00000137962.13	protein_coding	ARHGAP29	exon	exon
chr1_94149025_94149050_26_-	URS00003E9955_GR_chr1_13238722_13238747_26_-	piRNA	ENSG00000137962.13	protein_coding	ARHGAP29	exon	exon
chr1_94529851_94529880_30_-	URS0000040AC6_GR_chr1_1357584_1357613_30_-	piRNA	ENSG00000117525.14	protein_coding	F3	exon	exon
chr1_109229454_109229479_26_+	hsa_piR_018134_DQ594976	piRNA	ENSG00000031698.13	protein_coding	SARS1	exon	exon
chr1_109258830_109258855_26_+	hsa_piR_011294_DQ585252	piRNA	ENSG00000143126.8	protein_coding	CELSR2	exon	exon
chr1_109487191_109487217_27_+	URS000016A417_GR_chr1_109487191_109487217_27_+	piRNA	ENSG00000162650.16	protein_coding	ATXN7L2	exon	exon
chr1_109506783_109506812_30_-	hsa_piR_012811_DQ587350	piRNA	ENSG00000181754.7	protein_coding	AMIGO1	exon	exon
chr1_109508467_109508495_29_-	hsa_piR_017195_DQ593769	piRNA	ENSG00000181754.7	protein_coding	AMIGO1	exon	exon
chr1_109630996_109631025_30_+	hsa_piR_007029_DQ579586	piRNA	ENSG00000116337.19	protein_coding	AMPD2	exon	exon
chr1_110060021_110060048_28_-	hsa_piR_010769_DQ584535	piRNA	ENSG00000156150.9	protein_coding	ALX3	exon	exon
chr1_110339031_110339057_27_+	hsa_piR_012093_DQ586335	piRNA	ENSG00000162775.16	protein_coding	RBM15	exon	exon
chr1_111197090_111197116_27_-	hsa_piR_011198_DQ585112	piRNA	ENSG00000162777.17	protein_coding	DENND2D	exon	exon
chr1_111197091_111197116_26_-	URS00005C1A3E_GR_chr1_111197091_111197116_26_-	piRNA	ENSG00000162777.17	protein_coding	DENND2D	exon	exon
chr1_111447492_111447520_29_-	hsa_piR_009858_DQ583274	piRNA	ENSG00000116455.14	protein_coding	WDR77	exon	exon
chr1_112516255_112516282_28_+	hsa_piR_013225_DQ587925	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112516330_112516356_27_+	hsa_piR_010520_DQ584165	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112522843_112522868_26_+	hsa_piR_012698_DQ587174	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112523334_112523361_28_+	hsa_piR_006200_DQ578496	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112523810_112523838_29_-	hsa_piR_011320_DQ585285	piRNA	ENSG00000007341.19	protein_coding	ST7L	exon	exon
chr1_112524567_112524594_28_-	hsa_piR_021174_DQ599094	piRNA	ENSG00000007341.19	protein_coding	ST7L	exon	exon
chr1_112525037_112525067_31_+	hsa_piR_014683_DQ590098	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112525696_112525723_28_+	hsa_piR_018063_DQ594891	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112525998_112526023_26_+	hsa_piR_006415_DQ578765	piRNA	ENSG00000134245.18	protein_coding	WNT2B	exon	exon
chr1_112610974_112611002_29_-	hsa_piR_001871_DQ572500	piRNA	ENSG00000007341.19	protein_coding	ST7L	exon	exon
chr1_112703695_112703720_26_-	hsa_piR_000927_DQ571176	piRNA	ENSG00000155366.17	protein_coding	RHOC	exon	exon
chr1_112703705_112703732_28_-	hsa_piR_005150_DQ577103	piRNA	ENSG00000155366.17	protein_coding	RHOC	exon	exon
chr1_113125941_113125966_26_+	hsa_piR_007341_DQ580012	piRNA	ENSG00000198799.12	protein_coding	LRIG2	exon	exon
chr1_113766259_113766286_28_-	hsa_piR_020925_DQ598792	piRNA	ENSG00000081019.13	protein_coding	RSBN1	exon	exon
chr1_114730322_114730350_29_-	hsa_piR_003912_DQ575323	piRNA	ENSG00000009307.16	protein_coding	CSDE1	exon	exon
chr1_114734492_114734517_26_-	hsa_piR_011910_DQ586108	piRNA	ENSG00000009307.16	protein_coding	CSDE1	exon	exon
chr1_114749957_114749987_31_-	hsa_piR_015708_DQ591464	piRNA	ENSG00000009307.16	protein_coding	CSDE1	exon	exon
chr1_114770256_114770284_29_-	URS00002D64BC_GR_chr1_6020797_6020825_29_+	piRNA	ENSG00000052723.12	protein_coding	SIKE1	exon	exon
chr1_116398645_116398674_30_+	hsa_piR_019226_DQ596392	piRNA	ENSG00000163399.16	protein_coding	ATP1A1	exon	exon
chr1_117118036_117118062_27_-	hsa_piR_003377_DQ574574	piRNA	ENSG00000134253.10	protein_coding	TRIM45	exon	exon
chr1_119740418_119740447_30_+	hsa_piR_003145_DQ574262	piRNA	ENSG00000092621.12	protein_coding	PHGDH	exon	exon
chr1_119921721_119921751_31_-	hsa_piR_014254_DQ589480	piRNA	ENSG00000134250.20	protein_coding	NOTCH2	exon	exon
chr1_119994983_119995008_26_-	hsa_piR_022804_DQ601193	piRNA	ENSG00000134250.20	protein_coding	NOTCH2	exon	exon
chr1_119997165_119997190_26_-	URS00000263BA_GR_chr1_119997165_119997190_26_-	piRNA	ENSG00000134250.20	protein_coding	NOTCH2	exon	exon
chr1_120793169_120793195_27_+	hsa_piR_010545_DQ584202	piRNA	ENSG00000286106.1	protein_coding	AC253572.1	exon	exon
chr1_120793303_120793328_26_+	URS00000263BA_GR_chr1_119997165_119997190_26_-	piRNA	ENSG00000286106.1	protein_coding	AC253572.1	exon	exon
chr1_120824870_120824898_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000273136.7	protein_coding	NBPF26	exon	exon
chr1_120829768_120829796_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000273136.7	protein_coding	NBPF26	exon	exon
chr1_120834499_120834527_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000273136.7	protein_coding	NBPF26	exon	exon
chr1_120836521_120836549_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000273136.7	protein_coding	NBPF26	exon	exon
chr1_120840782_120840809_28_+	hsa_piR_023261_DQ601814	piRNA	ENSG00000273136.7	protein_coding	NBPF26	exon	exon
chr1_121365322_121365347_26_+	hsa_piR_009683_DQ583051	piRNA	ENSG00000171943.12	protein_coding	SRGAP2C	exon	exon
chr1_121374113_121374137_25_+	URS0000153D76_GR_chr1_121374113_121374137_25_+	piRNA	ENSG00000171943.12	protein_coding	SRGAP2C	exon	exon
chr1_121389723_121389748_26_+	hsa_piR_005626_DQ577730	piRNA	ENSG00000171943.12	protein_coding	SRGAP2C	exon	exon
chr1_121390193_121390219_27_+	hsa_piR_015499_DQ591183	piRNA	ENSG00000171943.12	protein_coding	SRGAP2C	exon	exon
chr1_144422797_144422824_28_-	hsa_piR_023261_DQ601814	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144427066_144427094_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144440252_144440278_27_-	hsa_piR_013133_DQ587808	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144440442_144440470_29_-	hsa_piR_015315_DQ590925	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144440522_144440547_26_-	hsa_piR_019600_DQ596899	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144440542_144440567_26_-	hsa_piR_013476_DQ588285	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144448761_144448788_28_-	hsa_piR_019935_DQ597376	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144448778_144448804_27_-	hsa_piR_018486_DQ595422	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144456568_144456594_27_-	hsa_piR_009971_DQ583423	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144461520_144461545_26_-	hsa_piR_005670_DQ577785	piRNA	ENSG00000266338.6	protein_coding	NBPF15	exon	exon
chr1_144889794_144889820_27_-	hsa_piR_015499_DQ591183	piRNA	ENSG00000196369.11	protein_coding	SRGAP2B	exon	exon
chr1_144890265_144890290_26_-	hsa_piR_005626_DQ577730	piRNA	ENSG00000196369.11	protein_coding	SRGAP2B	exon	exon
chr1_144905908_144905932_25_-	URS0000153D76_GR_chr1_121374113_121374137_25_+	piRNA	ENSG00000196369.11	protein_coding	SRGAP2B	exon	exon
chr1_144914700_144914725_26_-	hsa_piR_009683_DQ583051	piRNA	ENSG00000196369.11	protein_coding	SRGAP2B	exon	exon
chr1_145291310_145291337_28_-	hsa_piR_023261_DQ601814	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145295586_145295614_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145300348_145300376_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145311456_145311484_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145316226_145316254_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145320988_145321016_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145325738_145325766_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145330505_145330533_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145335261_145335289_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145340015_145340043_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145344769_145344797_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145349539_145349567_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145354303_145354331_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145359050_145359078_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145363804_145363832_29_-	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145405521_145405547_27_-	hsa_piR_013133_DQ587808	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145405711_145405739_29_-	hsa_piR_015315_DQ590925	piRNA	ENSG00000162825.16	protein_coding	NBPF20	exon	exon
chr1_145826494_145826522_29_+	URS0000268A22_GR_chr1_145826494_145826522_29_+	piRNA	ENSG00000186141.9	protein_coding	POLR3C	exon	exon
chr1_145859054_145859079_26_-	hsa_piR_009297_DQ582571	piRNA	ENSG00000131788.16	protein_coding	PIAS3	exon	exon
chr1_145996532_145996560_29_-	hsa_piR_002973_DQ573999	piRNA	ENSG00000265972.6	protein_coding	TXNIP	exon	exon
chr1_145996534_145996560_27_-	URS000010FF5A_GR_chr1_145996534_145996560_27_-	piRNA	ENSG00000265972.6	protein_coding	TXNIP	exon	exon
chr1_146065220_146065248_29_-	hsa_piR_017488_DQ594167	piRNA	ENSG00000271425.9	protein_coding	NBPF10	exon	exon
chr1_146066102_146066129_28_-	hsa_piR_023261_DQ601814	piRNA	ENSG00000271425.9	protein_coding	NBPF10	exon	exon
chr1_146147338_146147366_29_-	hsa_piR_012387_DQ586759	piRNA	ENSG00000264343.6	protein_coding	NOTCH2NLA	exon	exon
chr1_146156648_146156673_26_-	URS00000263BA_GR_chr1_119997165_119997190_26_-	piRNA	ENSG00000271425.9	protein_coding	NBPF10	exon	exon
chr1_146156781_146156807_27_-	hsa_piR_010545_DQ584202	piRNA	ENSG00000271425.9	protein_coding	NBPF10	exon	exon
chr1_146164831_146164856_26_-	hsa_piR_004939_DQ576796	piRNA	ENSG00000271425.9	protein_coding	NBPF10	exon	exon
chr1_146951460_146951486_27_+	hsa_piR_018486_DQ595422	piRNA	ENSG00000268043.7	protein_coding	NBPF12	exon	exon
chr1_146951476_146951503_28_+	hsa_piR_019935_DQ597376	piRNA	ENSG00000268043.7	protein_coding	NBPF12	exon	exon
chr1_146959876_146959902_27_+	hsa_piR_013133_DQ587808	piRNA	ENSG00000268043.7	protein_coding	NBPF12	exon	exon
chr1_146985709_146985737_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000268043.7	protein_coding	NBPF12	exon	exon
chr1_146990470_146990498_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000268043.7	protein_coding	NBPF12	exon	exon
chr1_146994764_146994791_28_+	hsa_piR_023261_DQ601814	piRNA	ENSG00000268043.7	protein_coding	NBPF12	exon	exon
chr1_147157903_147157931_29_-	hsa_piR_017639_DQ594355	piRNA	ENSG00000131791.8	protein_coding	PRKAB2	exon	exon
chr1_147254901_147254927_27_+	hsa_piR_019625_DQ596929	piRNA	ENSG00000131778.19	protein_coding	CHD1L	exon	exon
chr1_147264435_147264460_26_+	hsa_piR_002725_DQ573672	piRNA	ENSG00000131778.19	protein_coding	CHD1L	exon	exon
chr1_147293950_147293975_26_+	hsa_piR_001589_DQ572162	piRNA	ENSG00000131778.19	protein_coding	CHD1L	exon	exon
chr1_148103310_148103338_29_-	hsa_piR_011577_DQ585677	piRNA	ENSG00000263956.6	protein_coding	NBPF11	exon	exon
chr1_148103453_148103480_28_-	hsa_piR_023261_DQ601814	piRNA	ENSG00000263956.6	protein_coding	NBPF11	exon	exon
chr1_148127245_148127271_27_-	hsa_piR_013133_DQ587808	piRNA	ENSG00000263956.6	protein_coding	NBPF11	exon	exon
chr1_148135658_148135685_28_-	hsa_piR_019935_DQ597376	piRNA	ENSG00000263956.6	protein_coding	NBPF11	exon	exon
chr1_148135675_148135701_27_-	hsa_piR_018486_DQ595422	piRNA	ENSG00000263956.6	protein_coding	NBPF11	exon	exon
chr1_148531907_148531935_29_-	hsa_piR_017488_DQ594167	piRNA	ENSG00000270629.6	protein_coding	NBPF14	exon	exon
chr1_148532789_148532816_28_-	hsa_piR_023261_DQ601814	piRNA	ENSG00000270629.6	protein_coding	NBPF14	exon	exon
chr1_148598286_148598314_29_-	hsa_piR_012387_DQ586759	piRNA	ENSG00000270629.6	protein_coding	NBPF14	exon	exon
chr1_148607578_148607603_26_-	URS00000263BA_GR_chr1_119997165_119997190_26_-	piRNA	ENSG00000270629.6	protein_coding	NBPF14	exon	exon
chr1_148607711_148607737_27_-	hsa_piR_010545_DQ584202	piRNA	ENSG00000270629.6	protein_coding	NBPF14	exon	exon
chr1_148615771_148615796_26_-	hsa_piR_004939_DQ576796	piRNA	ENSG00000270629.6	protein_coding	NBPF14	exon	exon
chr1_148953318_148953345_28_+	hsa_piR_001624_DQ572205	piRNA	ENSG00000178104.19	protein_coding	PDE4DIP	exon	exon
chr1_149028589_149028615_27_+	hsa_piR_005050_DQ576969	piRNA	ENSG00000178104.19	protein_coding	PDE4DIP	exon	exon
chr1_149055440_149055467_28_-	hsa_piR_023261_DQ601814	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149065067_149065095_29_-	hsa_piR_022121_DQ600297	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149065260_149065288_29_-	hsa_piR_015322_DQ590935	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149082387_149082413_27_-	hsa_piR_013133_DQ587808	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149090739_149090766_28_-	hsa_piR_019935_DQ597376	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149090756_149090782_27_-	hsa_piR_018486_DQ595422	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149098469_149098495_27_-	hsa_piR_009971_DQ583423	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149103411_149103436_26_-	hsa_piR_005670_DQ577785	piRNA	ENSG00000269713.7	protein_coding	NBPF9	exon	exon
chr1_149455472_149455497_26_+	hsa_piR_004939_DQ576796	piRNA	ENSG00000286219.1	protein_coding	NOTCH2NLC	exon	exon
chr1_149463499_149463525_27_+	hsa_piR_010545_DQ584202	piRNA	ENSG00000286219.1	protein_coding	NOTCH2NLC	exon	exon
chr1_149463633_149463658_26_+	URS00000263BA_GR_chr1_119997165_119997190_26_-	piRNA	ENSG00000286219.1	protein_coding	NOTCH2NLC	exon	exon
chr1_149465811_149465836_26_+	hsa_piR_022804_DQ601193	piRNA	ENSG00000286219.1	protein_coding	NOTCH2NLC	exon	exon
chr1_149475369_149475394_26_+	hsa_piR_013476_DQ588285	piRNA	ENSG00000271383.7	protein_coding	NBPF19	exon	exon
chr1_149475389_149475414_26_+	hsa_piR_019600_DQ596899	piRNA	ENSG00000271383.7	protein_coding	NBPF19	exon	exon
chr1_149475466_149475494_29_+	hsa_piR_015315_DQ590925	piRNA	ENSG00000271383.7	protein_coding	NBPF19	exon	exon
chr1_149488909_149488937_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149493664_149493692_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149498421_149498449_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149503182_149503210_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149507943_149507971_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149550671_149550699_29_+	URS00004FFBDC_GR_chr1_16566427_16566455_29_-	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149554927_149554954_28_+	hsa_piR_023261_DQ601814	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149555069_149555097_29_+	hsa_piR_011577_DQ585677	piRNA	ENSG00000286185.1	protein_coding	AC242842.3	exon	exon
chr1_149900212_149900238_27_+	hsa_piR_004972_DQ576840	piRNA	ENSG00000178096.9	protein_coding	BOLA1	exon	exon
chr1_149926845_149926875_31_-	hsa_piR_010794_DQ584562	piRNA	ENSG00000143368.10	protein_coding	SF3B4	exon	exon
chr1_149939240_149939268_29_-	hsa_piR_013262_DQ587976	piRNA	ENSG00000264522.6	protein_coding	OTUD7B	exon	exon
chr1_150576361_150576388_28_-	hsa_piR_007629_DQ580399	piRNA	ENSG00000143384.13	protein_coding	MCL1	exon	exon
chr1_150578970_150578995_26_-	hsa_piR_012595_DQ587034	piRNA	ENSG00000143384.13	protein_coding	MCL1	exon	exon
chr1_151286333_151286362_30_+	hsa_piR_011259_DQ585200	piRNA	ENSG00000143373.18	protein_coding	ZNF687	exon	exon
chr1_151286348_151286377_30_+	hsa_piR_007064_DQ579639	piRNA	ENSG00000143373.18	protein_coding	ZNF687	exon	exon
chr1_151424190_151424217_28_-	hsa_piR_002578_DQ573480	piRNA	ENSG00000143442.22	protein_coding	POGZ	exon	exon
chr1_151693864_151693889_26_+	hsa_piR_017841_DQ594627	piRNA	ENSG00000143376.14	protein_coding	SNX27	exon	exon
chr1_151697087_151697112_26_+	hsa_piR_011718_DQ585861	piRNA	ENSG00000143376.14	protein_coding	SNX27	exon	exon
chr1_151698319_151698348_30_+	hsa_piR_001456_DQ572006	piRNA	ENSG00000143376.14	protein_coding	SNX27	exon	exon
chr1_151778917_151778946_30_-	hsa_piR_019729_DQ597075	piRNA	ENSG00000182134.16	protein_coding	TDRKH	exon	exon
chr1_151871381_151871412_32_-	hsa_piR_011962_DQ586175	piRNA	ENSG00000159445.13	protein_coding	THEM4	exon	exon
chr1_151871475_151871505_31_-	hsa_piR_006841_DQ579333	piRNA	ENSG00000159445.13	protein_coding	THEM4	exon	exon
chr1_151873038_151873069_32_-	hsa_piR_017088_DQ593614	piRNA	ENSG00000159445.13	protein_coding	THEM4	exon	exon
chr1_151874828_151874853_26_-	URS0000464DF3_GR_chr1_151874828_151874853_26_-	piRNA	ENSG00000159445.13	protein_coding	THEM4	exon	exon
chr1_151895031_151895057_27_-	hsa_piR_020955_DQ598825	piRNA	ENSG00000159445.13	protein_coding	THEM4	exon	exon
chr1_152355603_152355630_28_-	hsa_piR_018338_DQ595242	piRNA	ENSG00000143520.6	protein_coding	FLG2	exon	exon
chr1_153759546_153759573_28_+	hsa_piR_010515_DQ584160	piRNA	ENSG00000143624.14	protein_coding	INTS3	exon	exon
chr1_153773659_153773684_26_+	hsa_piR_023061_DQ601534	piRNA	ENSG00000143624.14	protein_coding	INTS3	exon	exon
chr1_154058567_154058596_30_-	hsa_piR_021692_DQ599734	piRNA	ENSG00000143552.9	protein_coding	NUP210L	exon	exon
chr1_154331606_154331633_28_+	URS00002C96FF_GR_chr1_154331606_154331633_28_+	piRNA	ENSG00000143515.18	protein_coding	ATP8B2	exon	exon
chr1_154508439_154508467_29_+	hsa_piR_019125_DQ596255	piRNA	ENSG00000163239.12	protein_coding	TDRD10	exon	exon
chr1_154598456_154598481_26_-	hsa_piR_011492_DQ585564	piRNA	ENSG00000160710.17	protein_coding	ADAR	exon	exon
chr1_154822100_154822126_27_-	hsa_piR_014048_DQ589198	piRNA	ENSG00000143603.19	protein_coding	KCNN3	exon	exon
chr1_154958765_154958793_29_-	hsa_piR_020014_DQ597490	piRNA	ENSG00000163348.4	protein_coding	PYGO2	exon	exon
chr1_154959306_154959334_29_-	hsa_piR_013223_DQ587922	piRNA	ENSG00000163348.4	protein_coding	PYGO2	exon	exon
chr1_155253038_155253063_26_-	URS0000236B21_GR_chr1_11010829_11010854_26_+	piRNA	ENSG00000160767.21	protein_coding	FAM189B	exon	exon
chr1_155395483_155395508_26_-	hsa_piR_022307_DQ600526	piRNA	ENSG00000116539.13	protein_coding	ASH1L	exon	exon
chr1_155612186_155612214_29_+	hsa_piR_003349_DQ574539	piRNA	ENSG00000125459.17	protein_coding	MSTO1	exon	exon
chr1_155614556_155614584_29_+	hsa_piR_016676_DQ592951	piRNA	ENSG00000125459.17	protein_coding	MSTO1	exon	exon
chr1_155853492_155853517_26_-	hsa_piR_015182_DQ590745	piRNA	ENSG00000116580.18	protein_coding	GON4L	exon	exon
chr1_155899346_155899373_28_-	hsa_piR_007240_DQ579865	piRNA	ENSG00000143622.11	protein_coding	RIT1	exon	exon
chr1_156199936_156199962_27_+	hsa_piR_008518_DQ581568	piRNA	ENSG00000160785.13	protein_coding	SLC25A44	exon	exon
chr1_156250258_156250287_30_-	hsa_piR_014199_DQ589410	piRNA	ENSG00000198952.8	protein_coding	SMG5	exon	exon
chr1_156335830_156335855_26_-	hsa_piR_017409_DQ594066	piRNA	ENSG00000163468.15	protein_coding	CCT3	exon	exon
chr1_156339751_156339776_26_+	hsa_piR_016292_DQ592206	piRNA	ENSG00000163467.11	protein_coding	TSACC	exon	exon
chr1_156344677_156344704_28_+	hsa_piR_005590_DQ577676	piRNA	ENSG00000163467.11	protein_coding	TSACC	exon	exon
chr1_156346790_156346816_27_+	hsa_piR_016760_DQ593069	piRNA	ENSG00000163467.11	protein_coding	TSACC	exon	exon
chr1_156346792_156346817_26_+	hsa_piR_023016_DQ601463	piRNA	ENSG00000163467.11	protein_coding	TSACC	exon	exon
chr1_156723059_156723086_28_-	hsa_piR_009197_DQ582456	piRNA	ENSG00000143319.17	protein_coding	ISG20L2	exon	exon
chr1_156725329_156725357_29_-	hsa_piR_022297_DQ600516	piRNA	ENSG00000143319.17	protein_coding	ISG20L2	exon	exon
chr1_156741051_156741076_26_-	hsa_piR_004200_DQ575726	piRNA	ENSG00000143314.12	protein_coding	MRPL24	exon	exon
chr1_159713480_159713507_28_-	URS00002BBE2E_GR_chr1_159713480_159713507_28_-	piRNA	ENSG00000132693.12	protein_coding	CRP	exon	exon
chr1_160214577_160214602_26_+	hsa_piR_007158_DQ579760	piRNA	ENSG00000162734.13	protein_coding	PEA15	exon	exon
chr1_160997456_160997485_30_-	hsa_piR_018285_DQ595178	piRNA	ENSG00000158769.18	protein_coding	F11R	exon	exon
chr1_160998384_160998411_28_-	hsa_piR_006372_DQ578709	piRNA	ENSG00000158769.18	protein_coding	F11R	exon	exon
chr1_160999052_160999082_31_-	URS0000147A17_GR_chr1_160999052_160999082_31_-	piRNA	ENSG00000158769.18	protein_coding	F11R	exon	exon
chr1_161000259_161000288_30_-	hsa_piR_011727_DQ585870	piRNA	ENSG00000158769.18	protein_coding	F11R	exon	exon
chr1_161099767_161099796_30_+	hsa_piR_005711_DQ577846	piRNA	ENSG00000162755.14	protein_coding	KLHDC9	exon	exon
chr1_161118144_161118170_27_+	hsa_piR_005041_DQ576959	piRNA	ENSG00000158793.14	protein_coding	NIT1	exon	exon
