smallRNA	logFC_Tumour_Normal_FC	P.Value_Tumour_Normal_FC	adj.P.Val_Tumour_Normal_FC	logFC_Tumour_Normal_salmon	P.Value_Tumour_Normal_salmon	adj.P.Val_Tumour_Normal_salmon	gene_type
URS000075EA99_GR_chr12_6964155_6964177_23_+	2.1777832277830944	8.09430735833799e-5	7.88817903430578e-4	NA	NA	NA	miRNA
URS0000369E74_GR_chr1_173865633_173865686_54_-	2.7852328942599636	8.170441751278463e-5	7.913224140590067e-4	NA	NA	NA	misc_RNA
URS00005A29A1_GR_chr14_20683273_20683360_88_+	1.6441986165690439	8.457432236534971e-5	8.140927103756669e-4	NA	NA	NA	tRNA
URS0000559F9B_GR_chr15_65296133_65296167_35_+	2.4489014967072467	8.57422299974243e-5	8.203021882070654e-4	NA	NA	NA	snRNA
URS0000EFE3FD_GR_chr17_28861382_28861424_43_-	-3.162730734445451	8.752940828073658e-5	8.27354844681409e-4	-3.2308961208120426	9.950384832124013e-5	0.0018165229627155031	precursor_RNA
URS000068196F_GR_chr17_28861369_28861440_72_-	-3.1628527372994863	8.753403710459777e-5	8.27354844681409e-4	NA	NA	NA	precursor_RNA
URS00002AB26F_GR_chr17_28861402_28861424_23_-	-3.1609959594982966	8.860904150355095e-5	8.28819639927357e-4	NA	NA	NA	miRNA
URS000022B8AA_GR_chr7_148941488_148941570_83_+	1.3300298306671419	8.874550637845507e-5	8.28819639927357e-4	NA	NA	NA	misc_RNA
URS00001BBC70_GR_chr1_16520624_16520658_35_-	2.5183352837704756	9.08367037318631e-5	8.433301074277704e-4	NA	NA	NA	tRNA
URS000018A236_GR_chr16_69933142_69933164_23_+	-1.5522405328273896	9.21209612073059e-5	8.502222831427231e-4	-1.6037072562853947	1.7766727190838486e-4	0.0023122494228076753	miRNA
URS0000EFC4C1_GR_chr16_69933102_69933164_63_+	-1.485128132170793	1.0364425265910796e-4	9.509814761528677e-4	-0.3756147709179589	0.48530780326551204	0.5929338875271154	precursor_RNA
URS0000507EBE_GR_chr1_173864369_173864445_77_-	1.766232739764065	1.0486823108999729e-4	9.566177591872428e-4	1.3303531381566118	0.003803803713042775	0.015887515043313545	snoRNA
URS0000D4F9BD_GR_chr14_100874554_100874574_21_+	-1.8722478380097205	1.1600685605444655e-4	0.0010521084228290558	NA	NA	NA	miRNA
URS00002CA973_GR_chr8_66113988_66114076_89_+	1.6219125912530352	1.1938906087186907e-4	0.00107512328313686	NA	NA	NA	tRNA
URS0000EFBBC6_GR_chr14_101054693_101054754_62_+	-1.8238717505313788	1.1991496147160644e-4	0.00107512328313686	-2.139886266490385	9.379453833165287e-5	0.0017547394879546723	precursor_RNA
URS0000589AA3_GR_chr14_101054687_101054759_73_+	-1.822565398729223	1.210397559159633e-4	0.0010763909706672245	NA	NA	NA	precursor_RNA
URS0000272A92_GR_chr14_101054694_101054715_22_+	-1.820984289928063	1.2217845963858294e-4	0.0010763909706672245	0.5327468348408679	0.45685097249056117	0.5674303918347495	miRNA
URS00005A29A1_GR_chr14_20653100_20653192_93_-	1.5911797601841375	1.2257593678581912e-4	0.0010763909706672245	NA	NA	NA	tRNA
URS0000C8E9CB_GR_chr1_148317369_148317438_70_-	2.6644343601599085	1.2280049952162727e-4	0.0010763909706672245	2.004796308697143	0.011052382154315744	0.032486815470018776	tRNA
URS0000215F73_GR_chr16_3193920_3193992_73_+	-1.8258362183338992	1.3371263757790228e-4	0.00115946713806834	-5.577919833288611	6.331163238983472e-5	0.0015365904293532858	tRNA
URS0000690130_GR_chr16_3193918_3193990_73_+	-1.8053693600417562	1.3375624728513035e-4	0.00115946713806834	NA	NA	NA	tRNA
URS000063F2D8_GR_chr14_100972670_100972741_72_+	-2.080759028150936	1.3754065632404154e-4	0.0011829603706558843	NA	NA	NA	snoRNA
URS000075AFFC_GR_chr14_100972670_100972740_71_+	-2.0797824516772114	1.3797434533462512e-4	0.0011829603706558843	NA	NA	NA	snoRNA
URS00002B845E_GR_chr16_69933143_69933164_22_+	-1.5847043627056223	1.448412563940995e-4	0.001235086583056207	NA	NA	NA	miRNA
hsa_piR_020582_DQ598312	2.3689568902828606	1.4630810782213801e-4	0.0012408509252591056	NA	NA	NA	piRNA
URS0000441B16_GR_chr9_136670654_136670674_21_+	-1.6023177445254912	1.4850803798288075e-4	0.0012429037098515621	NA	NA	NA	miRNA
URS000066103F_GR_chr17_75035113_75035185_73_+	2.7225157591755087	1.487622951560299e-4	0.0012429037098515621	2.497958323489495	3.373325440300348e-4	0.0030910675973364415	tRNA
URS00000E07AE_GR_chr8_66113367_66113459_93_+	1.6001549980340728	1.4898428403242647e-4	0.0012429037098515621	3.118662298082288	0.024568196648516113	0.059307098361202876	precursor_RNA
URS00006F3621_GR_chr7_129770396_129770480_85_-	1.6293681716046535	1.5128204594549123e-4	0.0012429037098515621	1.5060981522269512	6.004783712931705e-4	0.004456442788605513	precursor_RNA
hsa_piR_018849_DQ595899	1.629325913779434	1.5129722846509157e-4	0.0012429037098515621	1.5698870466806802	5.603522533857161e-4	0.004337899340865285	piRNA
URS0000EFCAB2_GR_chr7_129770405_129770470_66_-	1.6293255014039278	1.5130312847778734e-4	0.0012429037098515621	1.9333005374125296	0.4290382826030156	0.5411185081144775	precursor_RNA
URS000013D1D5_GR_chr14_20659959_20660051_93_-	1.5585716862247048	1.5462206365228007e-4	0.0012635521764084762	NA	NA	NA	tRNA
URS0000EFE52D_GR_chr14_101065924_101065981_58_+	-2.1230768583534556	1.5593248984895592e-4	0.0012676584278394397	NA	NA	NA	precursor_RNA
URS000047E765_GR_chr14_101065961_101065981_21_+	-2.1104986214107	1.570487251544844e-4	0.0012701518029246703	-2.2399864760892307	5.215547931864561e-4	0.004219425263796735	miRNA
URS0000759A7B_GR_chr1_75787072_75787149_78_+	1.5912319827597456	1.5910316706015543e-4	0.0012801685595763275	NA	NA	NA	snoRNA
URS000052F380_GR_chr5_149430699_149430720_22_+	-1.8003437263682123	1.6000841272058398e-4	0.001280883671217328	-1.655652688552407	0.001063893280004646	0.006588801140994291	miRNA
URS0000717C38_GR_chr14_101065912_101065991_80_+	-2.10077615211451	1.6336173121654052e-4	0.0013010891181662542	NA	NA	NA	precursor_RNA
URS0000668E0B_GR_chr1_75787072_75787150_79_+	1.5829748281946525	1.6474182068972797e-4	0.0013018571919472433	1.5955498670690327	0.0013638371579266224	0.007467840047671384	snoRNA
URS0000161979_GR_chr5_181188416_181188488_73_-	2.116881349577624	1.654026795015222e-4	0.0013018571919472433	2.606621506068863	0.0012303656295618538	0.0069928375654844605	tRNA
URS00001E28FC_GR_chr14_20657465_20657557_93_-	1.5519124590524653	1.6594737947064924e-4	0.0013018571919472433	NA	NA	NA	tRNA
URS000020C605_GR_chr17_28720550_28720616_67_+	1.866113519762174	1.8241793129886093e-4	0.0014239489264075264	1.7207987080583989	7.32391994785791e-4	0.004945022641486017	snoRNA
URS0000068EE0_GR_chr5_181188458_181188488_31_-	2.1766527228864403	1.849416946198977e-4	0.0014365025686070272	NA	NA	NA	piRNA
hsa_piR_020829_DQ598677	2.162970719393049	1.8716291206849296e-4	0.001446594133179633	NA	NA	NA	piRNA
URS0000233681_GR_chr14_20659958_20660051_94_-	1.5463843261800154	1.8934644761355886e-4	0.001456296942674872	NA	NA	NA	tRNA
URS000032835F_GR_chr14_101560326_101560349_24_-	-2.91453358747654	1.980438800265167e-4	0.0015152676491012114	NA	NA	NA	miRNA
URS00002DDD59_GR_chr3_45688999_45689071_73_-	2.2735806188709264	1.9894527451551916e-4	0.0015152676491012114	2.2341087509250457	0.07975239725063188	0.15077400574961564	tRNA
URS00004104C4_GR_chr14_101560326_101560346_21_-	-2.9108497565604585	2.004588491171502e-4	0.0015194199722937615	-2.9123897632231333	2.3758750868165242e-4	0.002510042150542634	miRNA
URS0000EFD81B_GR_chr9_128244782_128244805_24_-	-1.5136273736348462	2.09527986605479e-4	0.0015805260143461372	NA	NA	NA	miRNA
URS0000EFC8DD_GR_chr14_101560325_101560383_59_-	-2.8023754235182925	2.1361214691563877e-4	0.0015983107742973323	-2.434852108279547	0.002388551038986175	0.011229941534081597	precursor_RNA
URS00002064F6_GR_chr1_121020729_121020801_73_-	1.859645227638608	2.139230481851114e-4	0.0015983107742973323	NA	NA	NA	tRNA
URS000075A30F_GR_chr7_130496126_130496147_22_+	-2.290774463466979	2.150569225760812e-4	0.001598391534653583	NA	NA	NA	miRNA
URS00002F4D78_GR_chr7_130876748_130876769_22_-	-1.3530018856154307	2.1597132271928592e-4	0.001598391534653583	-1.6486624268269043	2.3109423914418245e-4	0.002470507461327093	miRNA
URS000044730B_GR_chr5_181222394_181222467_74_-	2.030053819928448	2.2213348175048072e-4	0.0016362790275422736	NA	NA	NA	tRNA
URS0000029EBD_GR_chr9_128244783_128244805_23_-	-1.5017097383674347	2.2510342350078803e-4	0.0016504078106202636	NA	NA	NA	miRNA
URS0000225EE1_GR_chr9_128340076_128340166_91_-	3.178162847327529	2.3322082154567618e-4	0.0017019696232798416	NA	NA	NA	tRNA
URS00006B479B_GR_chr1_16678271_16678341_71_-	1.7449376339756808	2.4017467818921608e-4	0.0017387700338219905	NA	NA	NA	tRNA
URS00002CA973_GR_chr14_20683273_20683361_89_+	1.4908684412740714	2.4113770493696724e-4	0.0017387700338219905	1.764855803889588	0.0021642914021057073	0.010393228230432754	tRNA
URS000075D1A4_GR_chr9_128244784_128244805_22_-	-1.5133011427451821	2.4306801913462467e-4	0.0017387700338219905	NA	NA	NA	miRNA
URS000075ADDC_GR_chr14_100974806_100974879_74_+	-1.7201414208484969	2.4458193929630735e-4	0.0017387700338219905	NA	NA	NA	snoRNA
URS000064A1E7_GR_chr14_100974806_100974880_75_+	-1.7201414208484969	2.4458193929630735e-4	0.0017387700338219905	-1.6862754643460574	0.0030371980457509114	0.013637019225421593	snoRNA
URS00001B341F_GR_chr19_13836487_13836508_22_-	-2.1304228370106486	2.4491279635096235e-4	0.0017387700338219905	NA	NA	NA	miRNA
URS00002CA973_GR_chr14_20653099_20653192_94_-	1.4826019702698747	2.5446307140543936e-4	0.0017984349506087133	NA	NA	NA	tRNA
URS0000EFCF4B_GR_chr5_149062332_149062394_63_-	-1.5268216728628974	2.5786579737138227e-4	0.0018143113725367659	-1.6318070481598008	3.2937278391868206e-4	0.0030910675973364415	precursor_RNA
URS00001CC379_GR_chr7_129770447_129770470_24_-	1.5638343423403107	2.6295731300546624e-4	0.001841875107614181	NA	NA	NA	miRNA
URS0000576F83_GR_chr5_149062373_149062394_22_-	-1.5189395643549362	2.712690194517567e-4	0.0018916492956435834	NA	NA	NA	miRNA
URS00001E28FC_GR_chr14_20663193_20663285_93_-	1.4752846619016633	2.737632582567146e-4	0.0019005953637379878	NA	NA	NA	tRNA
URS000005EEFA_GR_chr5_181218258_181218346_89_-	2.167825159246478	2.8781759096699783e-4	0.0019893647587102183	NA	NA	NA	precursor_RNA
URS0000237AF9_GR_chr7_130496126_130496148_23_+	-2.2245103318247366	2.893603148293448e-4	0.0019912558507335174	NA	NA	NA	miRNA
URS00001B3570_GR_chr3_169772230_169772302_73_+	1.8383098612818798	2.9329258578539763e-4	0.002003098869050354	NA	NA	NA	tRNA
URS00000451A1_GR_chr5_149732867_149732888_22_+	-1.8687491510817136	2.9363463344906396e-4	0.002003098869050354	-1.9470078972260643	9.475324530495637e-4	0.0060346393109114065	miRNA
URS0000E60B72_GR_chr3_169772230_169772301_72_+	1.833667060699998	3.022085312513162e-4	0.0020440228078292422	NA	NA	NA	tRNA
URS000066A55E_GR_chr5_149062313_149062409_97_-	-1.509010022011711	3.023331306022648e-4	0.0020440228078292422	NA	NA	NA	precursor_RNA
URS00003130BD_GR_chr7_148941488_148941571_84_+	1.168524505816353	3.0354194660561724e-4	0.0020440228078292422	0.7179285171139878	0.012186395377562302	0.035187726845822984	misc_RNA
URS000062749E_GR_chr21_25573980_25574044_65_+	1.3094833757886697	3.0722585850392236e-4	0.0020512228595432093	NA	NA	NA	precursor_RNA
URS0000EFBD7B_GR_chr21_25573982_25574043_62_+	1.3094833757886697	3.0722585850392236e-4	0.0020512228595432093	1.6199950677452728	2.1243033060214453e-4	0.0023762961382143323	precursor_RNA
URS0000EFE028_GR_chr10_103394299_103394361_63_-	1.2380533324701268	3.195367662711879e-4	0.0021243779079639573	1.818058205202398	1.8486266836442304e-5	9.09683734808197e-4	precursor_RNA
URS000075CFDA_GR_chr7_143382686_143382706_21_+	-1.6920660108464831	3.254167383686062e-4	0.00215434119198457	NA	NA	NA	miRNA
URS0000D54CAD_GR_chr21_25573983_25574006_24_+	1.3018121315245255	3.3389564731492113e-4	0.0022011860110802994	1.1688805677870775	0.0015364102461212132	0.0081638840296855	miRNA
URS00002CA973_GR_chr14_20657464_20657557_94_-	1.44284009056331	3.369164336834329e-4	0.002211807047905047	NA	NA	NA	tRNA
URS000024B619_GR_chr14_101026071_101026092_22_+	-1.8124930470179685	3.4892749080039513e-4	0.002272215044713832	-1.759339560271757	0.0017157129158479629	0.008754035218360628	miRNA
URS000075EA0D_GR_chr5_149062374_149062394_21_-	-1.5086448567703163	3.4901454797707683e-4	0.002272215044713832	NA	NA	NA	miRNA
URS00006B86A6_GR_chr5_149732825_149732890_66_+	-1.8879298574021641	3.527483570439662e-4	0.0022870337694296814	-2.14498779816135	2.1698917965876977e-4	0.0023762961382143323	precursor_RNA
URS000075ECD7_GR_chr12_6964097_6964191_95_+	1.9112344900884128	3.624788534532908e-4	0.0023363482668372817	NA	NA	NA	precursor_RNA
URS0000EFEC68_GR_chr5_149732828_149732888_61_+	-1.8857133387153304	3.638205707711092e-4	0.0023363482668372817	NA	NA	NA	precursor_RNA
URS0000667F3B_GR_chr12_6964104_6964184_81_+	1.9085121825582716	3.6482174976107965e-4	0.0023363482668372817	2.858349859575498	8.692642031400316e-4	0.005617735702421666	precursor_RNA
URS0000EFBEA5_GR_chr12_6964112_6964177_66_+	1.905188843333395	3.70077786322005e-4	0.00236037417373669	2.017661101560878	8.060292022224159e-5	0.001723367199037451	precursor_RNA
URS000015A7CF_GR_chr11_62854621_62854695_75_-	1.2188944494463305	3.737904378532162e-4	0.002374401607253831	1.153638656773892	5.20009716812414e-4	0.004219425263796735	snoRNA
URS0000316FA5_GR_chr2_218402657_218402677_21_+	-1.1116838655177226	3.9171471081628505e-4	0.0024740706764707684	NA	NA	NA	miRNA
URS0000010A7C_GR_chr1_44776492_44776589_98_+	1.6393335186853046	3.9263454330224433e-4	0.0024740706764707684	1.551888732925553	0.00131416011083839	0.007329911674117231	snoRNA
URS00004AF1CF_GR_chr17_59841262_59841342_81_+	1.5911315961138452	4.2652328070722666e-4	0.0026625057155535434	NA	NA	NA	misc_RNA
URS00000AF93C_GR_chr17_59841266_59841337_72_+	1.5911247308294758	4.2654398586732575e-4	0.0026625057155535434	2.1950227911491105	3.0790124261792894e-6	4.536053862853912e-4	precursor_RNA
URS0000EFE31F_GR_chr17_59841272_59841332_61_+	1.590858434502362	4.276299810831695e-4	0.0026625057155535434	1.5388017948675596	6.076718279530273e-4	0.004472863127064086	precursor_RNA
URS00004270D7_GR_chr17_59841273_59841296_24_+	1.5886281783869212	4.457635801406849e-4	0.0027550733951855776	1.6764180271539875	7.690053701602139e-4	0.005096848392682842	miRNA
URS0000EFE727_GR_chr7_130876747_130876807_61_-	-1.214681225213063	4.4776527455214933e-4	0.0027550733951855776	-1.5189966939742678	8.448737420107045e-5	0.0017243105007400288	precursor_RNA
URS00004E9304_GR_chr7_130876747_130876810_64_-	-1.214681225213063	4.4776527455214933e-4	0.0027550733951855776	NA	NA	NA	precursor_RNA
URS000046AF60_GR_chr17_59841273_59841295_23_+	1.5950524952761995	4.4952421285089444e-4	0.002755091757668177	NA	NA	NA	miRNA
URS0000700D52_GR_chr6_27631421_27631514_94_+	2.3318568520020286	4.8603959315629623e-4	0.0029673000842888276	NA	NA	NA	tRNA
URS000003AF8A_GR_chr9_133349396_133349448_53_+	1.576034563041798	4.896458709814739e-4	0.0029747455529124276	NA	NA	NA	snoRNA
URS00001F225B_GR_chr14_101054304_101054383_80_+	-1.6689818454950158	4.91051050480764e-4	0.0029747455529124276	NA	NA	NA	precursor_RNA
URS00003DB428_GR_chr1_1167916_1167938_23_+	1.3059097063854472	4.985168782049521e-4	0.0030083576227060375	1.2696270307692972	3.342345932526548e-4	0.0030910675973364415	miRNA
URS00002CA973_GR_chr14_20663192_20663285_94_-	1.3809294357235506	5.28603427260925e-4	0.0031696858055540846	0.47942500587002956	0.7136563631710733	0.7911894001575603	tRNA
hsa_piR_000441_DQ570540	1.806289406051142	5.32245621689901e-4	0.0031696858055540846	1.9779308021397277	0.0011449289672775477	0.006719909886374103	piRNA
URS000075C687_GR_chr14_100981975_100982045_71_+	-2.1831619290630497	5.333314548542246e-4	0.0031696858055540846	NA	NA	NA	snoRNA
URS00006B8E06_GR_chr14_100981975_100982046_72_+	-2.1831619290630497	5.333314548542246e-4	0.0031696858055540846	-1.8861609434974027	0.029996429849402872	0.06978444042684917	snoRNA
URS00004A0D40_GR_chr16_3152902_3152973_72_+	-1.428337593435951	5.717377509417497e-4	0.003385118985764548	NA	NA	NA	tRNA
URS0000729F65_GR_chr14_100943451_100943524_74_+	-1.6061758420745074	5.833126176533255e-4	0.003440667282323563	-1.4988495043545642	0.002014838438357554	0.009833287595897192	snoRNA
URS0000708227_GR_chr7_22856613_22856686_74_+	-1.4011319506906963	5.981189712303496e-4	0.0035040865894457813	-1.3917270878944445	0.001442189720629328	0.0077550081983541125	snoRNA
URS0000338542_GR_chr21_25573983_25574005_23_+	1.2498667886101718	5.985310426841742e-4	0.0035040865894457813	NA	NA	NA	miRNA
URS000075D37A_GR_chr14_100943451_100943523_73_+	-1.6025304984239799	6.046515615106982e-4	0.003526759479592139	NA	NA	NA	snoRNA
URS000063FB43_GR_chr1_161443304_161443374_71_+	1.3709357732950878	6.239290485000191e-4	0.003625721026283444	NA	NA	NA	tRNA
URS00001BC212_GR_chr17_7017979_7017999_21_-	-1.299792860524943	6.319889130537721e-4	0.0036590059209644595	NA	NA	NA	miRNA
URS00007E3675_GR_chrX_66018937_66018959_23_+	-1.3610215758506934	6.488948597819079e-4	0.0037430736580801966	-1.4143021834761118	7.797942841883884e-4	0.005111352315337028	miRNA
URS000075ABA3_GR_chr14_101054306_101054381_76_+	-1.6265679545121103	6.840386135031296e-4	0.003931342800682821	NA	NA	NA	precursor_RNA
URS0000EFD3D3_GR_chr14_101054315_101054373_59_+	-1.626170391683082	6.869001034167698e-4	0.003933380519200409	-2.0066909497097796	4.3170793004845717e-4	0.0037638225357622774	precursor_RNA
URS00004FB43D_GR_chr7_130876749_130876770_22_-	-1.1502374742444434	7.306321637543834e-4	0.004168588599747736	-0.8557287637800695	0.00613946946533437	0.021705683385316	misc_RNA
URS0000676D30_GR_chr14_100968948_100969022_75_+	-1.6948831950834888	7.657364391519207e-4	0.004353045192135375	-1.1663749183722123	0.08394090645619016	0.15574159916871647	snoRNA
URS000075AF2D_GR_chr14_100968948_100969021_74_+	-1.6931612787517873	7.757126022233539e-4	0.004390282643630501	NA	NA	NA	snoRNA
URS00006BADF6_GR_chr10_17845107_17845193_87_+	-1.6052517142261893	7.80681234909439e-4	0.004390282643630501	NA	NA	NA	precursor_RNA
URS0000EFC3BD_GR_chr10_17845120_17845181_62_+	-1.6052517142261893	7.80681234909439e-4	0.004390282643630501	-1.5314102782044752	0.00386684748285524	0.01607606036853706	precursor_RNA
URS0000EFE563_GR_chrX_66018894_66018959_66_+	-1.3234500188427	8.065482425628586e-4	0.004519550687789733	NA	NA	NA	precursor_RNA
URS00005B7465_GR_chr6_28478623_28478704_82_-	1.6207107925101534	8.262428670726183e-4	0.004613434371661702	NA	NA	NA	tRNA
URS00006D8711_GR_chr6_18053386_18053467_82_+	2.2120481260857003	8.410240456041548e-4	0.004675342362501426	NA	NA	NA	tRNA
URS00007E3516_GR_chr16_14309340_14309360_21_+	-1.4885343081031022	8.432899226181666e-4	0.004675342362501426	NA	NA	NA	miRNA
URS000039ED8D_GR_chr17_59841273_59841294_22_+	1.501773255293637	8.599437090927299e-4	0.004750886195656666	NA	NA	NA	miRNA
URS0000645747_GR_chr5_168768153_168768248_96_-	-1.3769407324632514	8.723035941887921e-4	0.004784130117339943	NA	NA	NA	precursor_RNA
URS0000712944_GR_chr6_31835263_31835326_64_+	1.480831979425571	8.736706291030432e-4	0.004784130117339943	1.5307060135667108	9.996183985521317e-4	0.006321530435914185	snoRNA
URS0000EFC938_GR_chr5_168768167_168768231_65_-	-1.3763234468518177	8.752075645361175e-4	0.004784130117339943	-1.5864183595736536	3.253448740888468e-4	0.0030910675973364415	precursor_RNA
URS0000663392_GR_chr6_28537590_28537683_94_+	1.5813562870661524	8.781577270834311e-4	0.004784130117339943	NA	NA	NA	tRNA
URS00006CAA11_GR_chr19_39412168_39412260_93_-	1.388835883734925	9.343226422731542e-4	0.005072499050957021	0.13723266245080565	0.916071770802969	0.9433858373636079	tRNA
URS000052A1C9_GR_chr6_26571864_26571936_73_-	1.5969800794695037	9.473655366375911e-4	0.005125574230980622	1.5341663980410936	0.010724192073008494	0.0323165251059115	tRNA
URS000066C675_GR_chr14_85271932_85272010_79_+	1.2268421125923377	9.529591755261201e-4	0.005138120090723308	NA	NA	NA	snoRNA
URS00007131F2_GR_chr1_16727285_16727355_71_+	1.7290499260628658	9.582418218873934e-4	0.0051489089676072615	NA	NA	NA	tRNA
URS000003E1A9_GR_chr12_6964155_6964176_22_+	1.5520416227323066	9.704778577139817e-4	0.0051958800610615264	NA	NA	NA	miRNA
URS0000693C16_GR_chr9_88374269_88374352_84_+	1.2272764365785482	9.736065888795977e-4	0.0051958800610615264	NA	NA	NA	snoRNA
URS000035E174_GR_chr14_101054316_101054337_22_+	-1.5944051828501995	9.812468365818189e-4	0.005204778410569709	-0.40174660319646605	0.7498731692031346	0.8182091202240763	miRNA
URS00006C0B51_GR_chr14_100307859_100307955_97_+	1.5040110339422341	9.885429995855788e-4	0.005204778410569709	NA	NA	NA	precursor_RNA
URS000075E1CD_GR_chr14_100307859_100307956_98_+	1.5040110339422341	9.885429995855788e-4	0.005204778410569709	NA	NA	NA	precursor_RNA
URS0000EFD039_GR_chr14_100307875_100307933_59_+	1.5040110339422341	9.885429995855788e-4	0.005204778410569709	1.2350474221543126	0.009044260606775703	0.02889988211216042	precursor_RNA
URS000068907A_GR_chr19_40114609_40114705_97_-	1.2194259316671232	0.0010154732395669605	0.0053286873340487	1.1864211225351546	0.0011002353297337173	0.006675752203384312	snoRNA
