RNAcentral_id	GR	logFC_Spheroid_Mono_FC	P.Value_Spheroid_Mono_FC	adj.P.Val_Spheroid_Mono_FC	logFC_Spheroid_Mono_salmon	P.Value_Spheroid_Mono_salmon	adj.P.Val_Spheroid_Mono_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	GENECARDS	LNCIPEDIA	NONCODE	ENA	LNCBOOK	MALACARDS	HGNC	REFSEQ	RFAM	LNCBASE	MIRBASE	PDB	MIRGENEDB	SNODB	SNOPY	TARBASE	GTRNADB	SRPDB	5SRRNADB	LNCRNADB	MODOMICS	SILVA	TMRNA_WEB
URS00008205D0	chr13_39857141_39857227_87_-	7.17643873381251	3.3687541891900494e-8	9.501192138305772e-7	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:ENSG00000212553:URS00008205D0_9606_gn_ENSG00000212553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991_gn_NA	Homo_sapiens300452_gn_SNORD116-9L1	NA	NA	NA	NA	NA	NA	NA	NA
URS000075CFA5	chr15_25051476_25051572_97_+	3.278718601029545	3.482398606401357e-8	9.501192138305772e-7	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD116-1:URS000075CFA5_9606_gn_SNORD116-1	NA	NA	NA	NA	MALACARDS:SNORD116-1:URS000075CFA5_9606_gn_SNORD116-1	HGNC:33067_gn_SNORD116-1	NR_003316_gn_SNORD116-1	NA	NA	NA	NA	NA	1331_gn_NA	Homo_sapiens300116_gn_SNORD116-1	NA	NA	NA	NA	NA	NA	NA	NA
URS00006C9042	chr15_25051477_25051571_95_+	3.278945255945958	3.4936971172540424e-8	9.501192138305772e-7	NA	NA	NA	snoRNA	snoRNA	ENST00000384335_gn_ENSG00000207063.1	ENST00000384335_gn_SNORD116-1	GENECARDS:SNORD116-1:URS00006C9042_9606_gn_SNORD116-1	NA	NA	NA	NA	MALACARDS:SNORD116-1:URS00006C9042_9606_gn_SNORD116-1	NA	NA	RF00108_gn_NA	NA	NA	NA	NA	897_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000047C79B	chr6_28607156_28607227_72_+	-4.081866944061915	3.51657673583975e-8	9.501192138305772e-7	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRA-AGC3-1:URS000047C79B_9606_gn_TRA-AGC3-1	NA	NA	HG983551.1:1..72:tRNA_gn_tRNA-Ala-AGC-3-1	NA	NA	HGNC:34865_gn_TRA-AGC3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Ala-AGC-3-1:CM000668.1:28574933-28575004_gn_tRNA-Ala-AGC-3-1, tRNA-Ala-AGC-3-1:CM000668.2:28607156-28607227_gn_tRNA-Ala-AGC-3-1	NA	NA	NA	NA	NA	NA
URS0000EFE930	chr1_155195195_155195258_64_+	-2.3960745070105975	3.54522923501262e-8	9.501192138305772e-7	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-92-P1c_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075BA3A	chr1_155195177_155195272_96_+	-2.3933335203824573	3.552915627793801e-8	9.501192138305772e-7	-2.1225180834490285	1.4528711106488134e-5	1.685013011842288e-4	precursor_RNA	precursor_RNA	ENST00000607575_gn_ENSG00000284586.1	ENST00000607575_gn_MIR92B	GENECARDS:MIR92B:URS000075BA3A_9606_gn_MIR92B	NA	NA	LM609548.1:1..96:precursor_RNA_gn_mir-92b	NA	MALACARDS:MIR92B:URS000075BA3A_9606_gn_MIR92B	HGNC:32920_gn_MIR92B	NR_030281_gn_MIR92B	NA	NA	MI0003560_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000025576D	chr1_155195237_155195258_22_+	-2.3928769625941193	3.5607757351821026e-8	9.501192138305772e-7	-2.4247398941806715	6.6042491125057995e-6	1.3660367901130417e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR92B:URS000025576D_9606_gn_MIR92B	NA	NA	LM379854.1:1..22:ncRNA_gn_NA, LM609548.1:61..82:ncRNA_gn_NA	NA	MALACARDS:MIR92B:URS000025576D_9606_gn_MIR92B	NA	NR_030281_gn_MIR92B	NA	hsa-miR-92b-3p_gn_NA	MIMAT0003218_gn_NA	NA	Hsa-Mir-92-P1c_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075EAB9	chr15_25070431_25070527_97_+	3.2673389089850904	3.6341959758561546e-8	9.501192138305772e-7	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD116-8:URS000075EAB9_9606_gn_SNORD116-8	NA	NA	NA	NA	NA	HGNC:33074_gn_SNORD116-8	NR_003323_gn_SNORD116-8	NA	NA	NA	NA	NA	1369_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000071A62C	chr15_25070432_25070526_95_+	3.2679350050298233	3.6544803126890956e-8	9.501192138305772e-7	3.4533146768144203	1.6919358232300832e-6	9.195272984152152e-5	snoRNA	snoRNA	ENST00000384365_gn_ENSG00000207093.1	ENST00000384365_gn_SNORD116-8	GENECARDS:SNORD116-8:URS000071A62C_9606_gn_SNORD116-8	NA	NA	NA	NA	NA	NA	NA	RF00108_gn_NA	NA	NA	NA	NA	1768_gn_NA	Homo_sapiens300123_gn_SNORD116-8	NA	NA	NA	NA	NA	NA	NA	NA
URS00002CA973	chr6_26575570_26575660_91_+	-3.0804041634829913	3.7109843676241187e-8	9.501192138305772e-7	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRY-GTA1-1:URS00002CA973_9606_gn_TRY-GTA1-1, GENECARDS:TRY-GTA2-1:URS00002CA973_9606_gn_TRY-GTA2-1, GENECARDS:TRY-GTA3-1:URS00002CA973_9606_gn_TRY-GTA3-1, GENECARDS:TRY-GTA4-1:URS00002CA973_9606_gn_TRY-GTA4-1, GENECARDS:TRY-GTA5-1:URS00002CA973_9606_gn_TRY-GTA5-1, GENECARDS:TRY-GTA5-2:URS00002CA973_9606_gn_TRY-GTA5-2, GENECARDS:TRY-GTA5-3:URS00002CA973_9606_gn_TRY-GTA5-3, GENECARDS:TRY-GTA5-4:URS00002CA973_9606_gn_TRY-GTA5-4, GENECARDS:TRY-GTA5-5:URS00002CA973_9606_gn_TRY-GTA5-5, GENECARDS:TRY-GTA6-1:URS00002CA973_9606_gn_TRY-GTA6-1, GENECARDS:TRY-GTA7-1:URS00002CA973_9606_gn_TRY-GTA7-1, GENECARDS:TRY-GTA8-1:URS00002CA973_9606_gn_TRY-GTA8-1	NA	NA	X04779.1:1..74:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000009C1FC	chr6_26575631_26575660_30_+	-3.099574367598695	3.711911938885737e-8	9.501192138305772e-7	-1.9614696641814149	1.693867970028154e-4	6.370240308335546e-4	piRNA	piRNA	NA	NA	GENECARDS:piR-36339:URS000009C1FC_9606_gn_piR-36339	NA	NA	DQ598273.1:1..31:ncRNA_gn_piR-36339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000521091	chr16_3184135_3184206_72_-	-2.92226638567906	3.8126109803271213e-8	9.590688655684947e-7	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-TGG3-4:URS0000521091_9606_gn_TRP-TGG3-4, GENECARDS:TRP-TGG3-5:URS0000521091_9606_gn_TRP-TGG3-5	NA	NA	AF091512.1:49387..49458:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000C18F2	chr1_167714725_167714796_72_+	-2.4309854593697544	3.92096253804392e-8	9.69607515763742e-7	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-CGG1-1:URS00000C18F2_9606_gn_TRP-CGG1-1, GENECARDS:TRP-CGG1-2:URS00000C18F2_9606_gn_TRP-CGG1-2, GENECARDS:TRP-CGG1-3:URS00000C18F2_9606_gn_TRP-CGG1-3	NA	NA	HG983990.1:1..72:tRNA_gn_tRNA-Pro-CGG-1-1, HG983991.1:1..72:tRNA_gn_tRNA-Pro-CGG-1-2, HG983992.1:1..72:tRNA_gn_tRNA-Pro-CGG-1-3	NA	NA	HGNC:34686_gn_TRP-CGG1-3, HGNC:34774_gn_TRP-CGG1-1, HGNC:34784_gn_TRP-CGG1-2	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Pro-CGG-1-1:CM000663.1:167683962-167684033_gn_tRNA-Pro-CGG-1-1, tRNA-Pro-CGG-1-1:CM000663.2:167714725-167714796_gn_tRNA-Pro-CGG-1-1, tRNA-Pro-CGG-1-2:CM000678.1:3222049-3222120_gn_tRNA-Pro-CGG-1-2, tRNA-Pro-CGG-1-2:CM000678.2:3172048-3172119_gn_tRNA-Pro-CGG-1-2, tRNA-Pro-CGG-1-3:CM000679.1:8126151-8126222_gn_tRNA-Pro-CGG-1-3, tRNA-Pro-CGG-1-3:CM000679.2:8222833-8222904_gn_tRNA-Pro-CGG-1-3	NA	NA	NA	NA	NA	NA
URS000041798D	chr21_8218915_8218940_26_+	2.5520403254640645	4.261640867735461e-8	1.0316532685695637e-6	2.751747241124912	1.0891924905292131e-5	1.5045128842838075e-4	misc_RNA	misc_RNA	NA	NA	GENECARDS:AB330783-001:URS000041798D_9606_gn_AB330783-001, GENECARDS:AB330783-002:URS000041798D_9606_gn_AB330783-002, GENECARDS:AB330783-003:URS000041798D_9606_gn_AB330783-003, GENECARDS:AB330783-004:URS000041798D_9606_gn_AB330783-004, GENECARDS:AB330783-005:URS000041798D_9606_gn_AB330783-005	NA	NA	AB330783.1:1..26:misc_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000065DC2A	chr2_203364408_203364478_71_-	3.4582436092031017	4.383996069315486e-8	1.0316532685695637e-6	3.5185390089987405	1.9585136624997632e-4	7.126813605207472e-4	tRNA	tRNA	NA	NA	GENECARDS:RF00005-104:URS000065DC2A_9606_gn_RF00005-104	NA	NA	HG983788.1:1..71:tRNA_gn_tRNA-Glu-TTC-9-1	NA	NA	NA	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE727	chr7_130876747_130876807_61_-	-1.3025571996252197	4.5262012488111784e-8	1.032021724668556e-6	-1.2124924080711406	5.0661627138084155e-5	3.0868247232972206e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-29-P1a_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004E9304	chr7_130876747_130876810_64_-	-1.3025808549614482	4.5270315544062774e-8	1.032021724668556e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000362111_gn_ENSG00000284032.1	ENST00000362111_gn_MIR29A	GENECARDS:MIR29A:URS00004E9304_9606_gn_MIR29A	NA	NA	LM608176.1:1..64:precursor_RNA_gn_mir-29a	NA	MALACARDS:MIR29A:URS00004E9304_9606_gn_MIR29A	HGNC:31616_gn_MIR29A	NR_029503_gn_MIR29A	RF00074_gn_NA	NA	MI0000087_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003F0F42	chr21_8210897_8210926_30_+	3.8240412232943664	4.646621358610936e-8	1.0364125419440424e-6	5.425770917800682	9.981172656344611e-6	1.493272003574648e-4	piRNA	piRNA	NA	NA	GENECARDS:piR-33082-001:URS00003F0F42_9606_gn_piR-33082-001, GENECARDS:piR-33082-002:URS00003F0F42_9606_gn_piR-33082-002, GENECARDS:piR-33082-003:URS00003F0F42_9606_gn_piR-33082-003, GENECARDS:piR-33082-004:URS00003F0F42_9606_gn_piR-33082-004	NA	NA	DQ593048.1:1..30:ncRNA_gn_piR-33160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002B6B91	chr16_3160387_3160481_95_+	-2.6764100462569793	4.688363794949061e-8	1.0364125419440424e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG3-1-001:URS00002B6B91_9606_gn_TRP-AGG3-1-001	NA	NA	AF091512.1:25624..25718:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000416117	chr16_3184131_3184204_74_-	-2.5606902829541314	5.0389721030405105e-8	1.0972925818412095e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG1-1:URS0000416117_9606_gn_TRP-AGG1-1, GENECARDS:TRP-AGG2-1:URS0000416117_9606_gn_TRP-AGG2-1, GENECARDS:TRP-AGG2-2:URS0000416117_9606_gn_TRP-AGG2-2, GENECARDS:TRP-AGG2-3:URS0000416117_9606_gn_TRP-AGG2-3, GENECARDS:TRP-AGG2-4:URS0000416117_9606_gn_TRP-AGG2-4, GENECARDS:TRP-AGG2-5:URS0000416117_9606_gn_TRP-AGG2-5, GENECARDS:TRP-AGG2-6:URS0000416117_9606_gn_TRP-AGG2-6, GENECARDS:TRP-AGG2-7:URS0000416117_9606_gn_TRP-AGG2-7, GENECARDS:TRP-AGG2-8:URS0000416117_9606_gn_TRP-AGG2-8, GENECARDS:TRP-TGG3-4:URS0000416117_9606_gn_TRP-TGG3-4, GENECARDS:TRP-TGG3-5:URS0000416117_9606_gn_TRP-TGG3-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6IP5_zu_gn_NA, 6IP5_zy_gn_NA, 6IP6_zy_gn_NA, 6IP8_zy_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000012F7C1	chr1_146035693_146035720_28_+	6.654235665806064	5.380851027416965e-8	1.1272063495260537e-6	NA	NA	NA	piRNA	piRNA	NA	NA	GENECARDS:piR-33064:URS000012F7C1_9606_gn_piR-33064, GENECARDS:piR-33123-001:URS000012F7C1_9606_gn_piR-33123-001, GENECARDS:piR-33123-002:URS000012F7C1_9606_gn_piR-33123-002, GENECARDS:piR-33123-003:URS000012F7C1_9606_gn_piR-33123-003, GENECARDS:piR-33123-004:URS000012F7C1_9606_gn_piR-33123-004, GENECARDS:piR-33123-005:URS000012F7C1_9606_gn_piR-33123-005, GENECARDS:piR-33123-006:URS000012F7C1_9606_gn_piR-33123-006, GENECARDS:piR-33123-007:URS000012F7C1_9606_gn_piR-33123-007, GENECARDS:piR-33123-008:URS000012F7C1_9606_gn_piR-33123-008, GENECARDS:piR-33123-009:URS000012F7C1_9606_gn_piR-33123-009, GENECARDS:piR-33123-010:URS000012F7C1_9606_gn_piR-33123-010	NA	NA	DQ593011.1:1..28:ncRNA_gn_piR-33123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004D4536	chr16_3184131_3184202_72_-	-2.5342255517362364	5.4143336458930046e-8	1.1272063495260537e-6	-1.912302219349744	4.636342662714282e-5	2.950143689852751e-4	tRNA	tRNA	NA	NA	GENECARDS:TRP-TGG3-4:URS00004D4536_9606_gn_TRP-TGG3-4, GENECARDS:TRP-TGG3-5:URS00004D4536_9606_gn_TRP-TGG3-5	NA	NA	AF091512.1:24177..24248:tRNA_gn_NA, AF091512.1:53409..53480:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A9AB	chr15_25106520_25106604_85_+	6.1596015469133105	5.485377026480453e-8	1.1272063495260537e-6	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD116-29:URS000075A9AB_9606_gn_SNORD116-29	NA	NA	NA	NA	NA	HGNC:33348_gn_SNORD116-29	NR_003360_gn_SNORD116-29	NA	NA	NA	NA	NA	1307_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000022BCB9	chr15_25106521_25106603_83_+	6.1596015469133105	5.485377026480453e-8	1.1272063495260537e-6	7.442601989660039	1.8904227867090503e-5	1.880851025763688e-4	snoRNA	snoRNA	ENST00000384516_gn_ENSG00000207245.1	ENST00000384516_gn_SNORD116-29	GENECARDS:SNORD116-29:URS000022BCB9_9606_gn_SNORD116-29	NA	NA	AF250841.1:18857..18939:misc_RNA_gn_NA	NA	NA	NA	NA	RF00108_gn_NA	NA	NA	NA	NA	77_gn_NA	Homo_sapiens300282_gn_SNORD116-29	NA	NA	NA	NA	NA	NA	NA	NA
URS00003B7674	chr9_94176353_94176374_22_+	-1.0463281953521744	5.6766374097917214e-8	1.150307497345295e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIRLET7F1:URS00003B7674_9606_gn_MIRLET7F1, GENECARDS:MIRLET7F2:URS00003B7674_9606_gn_MIRLET7F2	NA	NA	AJ421731.1:1..22:misc_RNA_gn_NA, AJ421732.1:1..22:misc_RNA_gn_NA, HB859639.1:1..22:misc_RNA_gn_NA, LM378754.1:1..22:ncRNA_gn_NA, LM608156.1:7..28:ncRNA_gn_NA, LM608157.1:8..29:ncRNA_gn_NA	NA	MALACARDS:MIRLET7F1:URS00003B7674_9606_gn_MIRLET7F1, MALACARDS:MIRLET7F2:URS00003B7674_9606_gn_MIRLET7F2	NA	NR_029483_gn_MIRLET7F1, NR_029484_gn_MIRLET7F2	NA	hsa-let-7f-5p_gn_NA	MIMAT0000067_gn_NA	NA	Hsa-Let-7-P2a3_5p_gn_NA, Hsa-Let-7-P2b1_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002FF4FF	chr21_8218734_8218764_31_+	4.948536321432765	5.846058758202166e-8	1.168410921673556e-6	NA	NA	NA	piRNA	piRNA	NA	NA	GENECARDS:piR-36499-001:URS00002FF4FF_9606_gn_piR-36499-001, GENECARDS:piR-36499-002:URS00002FF4FF_9606_gn_piR-36499-002, GENECARDS:piR-36499-003:URS00002FF4FF_9606_gn_piR-36499-003	NA	NA	DQ598433.1:1..31:ncRNA_gn_piR-36499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000020CB8F	chr14_20609338_20609409_72_-	-2.414032079923108	6.032220870770574e-8	1.18705525194495e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG2-3:URS000020CB8F_9606_gn_TRP-AGG2-3, GENECARDS:TRP-AGG2-5:URS000020CB8F_9606_gn_TRP-AGG2-5, GENECARDS:TRP-AGG2-7:URS000020CB8F_9606_gn_TRP-AGG2-7, GENECARDS:TRP-AGG2-8:URS000020CB8F_9606_gn_TRP-AGG2-8	NA	NA	AF091512.1:47889..47960:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002DABEA	chr11_122099769_122099790_22_-	-3.594043779158243	6.168477877058191e-8	1.18705525194495e-6	-3.7834887319328656	1.0259120635245674e-5	1.493272003574648e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR125B1:URS00002DABEA_9606_gn_MIR125B1	NA	NA	LM380268.1:1..22:ncRNA_gn_NA, LM608486.1:55..76:ncRNA_gn_NA	NA	MALACARDS:MIR125B1:URS00002DABEA_9606_gn_MIR125B1	NA	NR_029671_gn_MIR125B1	NA	hsa-miR-125b-1-3p_gn_NA	MIMAT0004592_gn_NA	NA	Hsa-Mir-10-P3a_3p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000015A6F8	chr16_3184133_3184206_74_-	-2.6736402723014665	6.448461657760596e-8	1.18705525194495e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-TGG3-4:URS000015A6F8_9606_gn_TRP-TGG3-4, GENECARDS:TRP-TGG3-5:URS000015A6F8_9606_gn_TRP-TGG3-5	NA	NA	AF091512.1:49385..49458:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000B37CE4	chr22_11630463_11630517_55_+	6.033744920513081	6.515549354419775e-8	1.18705525194495e-6	6.187906526999923	8.902988264259488e-6	1.493272003574648e-4	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MF190578:URS0000B37CE4_9606_gn_MF190578	NA	NA	MF190578.1:1..55:precursor_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004D9E92	chr14_58239895_58239967_73_-	2.111018290762164	6.647779010567891e-8	1.18705525194495e-6	2.587666072969224	2.176870397367337e-5	2.012964861565561e-4	tRNA	tRNA	NA	NA	GENECARDS:TRK-CTT1-1:URS00004D9E92_9606_gn_TRK-CTT1-1, GENECARDS:TRK-CTT1-2:URS00004D9E92_9606_gn_TRK-CTT1-2	NA	NA	HG983908.1:1..73:tRNA_gn_tRNA-Lys-CTT-1-1, HG983909.1:1..73:tRNA_gn_tRNA-Lys-CTT-1-2	NA	NA	HGNC:34572_gn_TRK-CTT1-2, HGNC:34668_gn_TRK-CTT1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Lys-CTT-1-1:CM000676.1:58706613-58706685_gn_tRNA-Lys-CTT-1-1, tRNA-Lys-CTT-1-1:CM000676.2:58239895-58239967_gn_tRNA-Lys-CTT-1-1, tRNA-Lys-CTT-1-2:CM000677.1:79152904-79152976_gn_tRNA-Lys-CTT-1-2, tRNA-Lys-CTT-1-2:CM000677.2:78860562-78860634_gn_tRNA-Lys-CTT-1-2	NA	NA	NA	NA	NA	NA
URS0000EFC8B7	chr7_100093570_100093630_61_-	-1.2286401657685229	7.172443757401456e-8	1.18705525194495e-6	-1.6123509608061202	2.8349469862044683e-4	9.058001346165496e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-92-P2c_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000C85B2	chr7_100093560_100093643_84_-	-1.2318227157941255	7.179131010542252e-8	1.18705525194495e-6	-1.2230612476168776	9.840494611247572e-5	4.5767034109115936e-4	precursor_RNA	precursor_RNA	ENST00000384816_gn_ENSG00000207547.1	ENST00000384816_gn_MIR25	GENECARDS:MIR25:URS00000C85B2_9606_gn_MIR25	NA	NA	LM608171.1:1..84:precursor_RNA_gn_mir-25	NA	MALACARDS:MIR25:URS00000C85B2_9606_gn_MIR25	HGNC:31609_gn_MIR25	NR_029498_gn_MIR25	RF02020_gn_NA	NA	MI0000082_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002A66E1	chr11_122099757_122099844_88_-	-2.094282399145893	7.183298914133486e-8	1.18705525194495e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000385236_gn_ENSG00000207971.1	ENST00000385236_gn_MIR125B1	GENECARDS:MIR125B1:URS00002A66E1_9606_gn_MIR125B1	NA	NA	LM608486.1:1..88:precursor_RNA_gn_mir-125b-1	NA	MALACARDS:MIR125B1:URS00002A66E1_9606_gn_MIR125B1	HGNC:31506_gn_MIR125B1	NR_029671_gn_MIR125B1	NA	NA	MI0000446_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000062858F	chr11_122099766_122099836_71_-	-2.094282399145893	7.183298914133486e-8	1.18705525194495e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR125B1:URS000062858F_9606_gn_MIR125B1	NA	NA	NA	NA	MALACARDS:MIR125B1:URS000062858F_9606_gn_MIR125B1	NA	NA	RF00052_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000416117	chr1_167715488_167715559_72_-	-2.232947498408029	7.197961690164694e-8	1.18705525194495e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG1-1:URS0000416117_9606_gn_TRP-AGG1-1, GENECARDS:TRP-AGG2-1:URS0000416117_9606_gn_TRP-AGG2-1, GENECARDS:TRP-AGG2-2:URS0000416117_9606_gn_TRP-AGG2-2, GENECARDS:TRP-AGG2-3:URS0000416117_9606_gn_TRP-AGG2-3, GENECARDS:TRP-AGG2-4:URS0000416117_9606_gn_TRP-AGG2-4, GENECARDS:TRP-AGG2-5:URS0000416117_9606_gn_TRP-AGG2-5, GENECARDS:TRP-AGG2-6:URS0000416117_9606_gn_TRP-AGG2-6, GENECARDS:TRP-AGG2-7:URS0000416117_9606_gn_TRP-AGG2-7, GENECARDS:TRP-AGG2-8:URS0000416117_9606_gn_TRP-AGG2-8, GENECARDS:TRP-TGG3-4:URS0000416117_9606_gn_TRP-TGG3-4, GENECARDS:TRP-TGG3-5:URS0000416117_9606_gn_TRP-TGG3-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6IP5_zu_gn_NA, 6IP5_zy_gn_NA, 6IP6_zy_gn_NA, 6IP8_zy_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000631FB7	chr22_46113685_46113769_85_+	-1.1052584965437902	7.338401923583216e-8	1.18705525194495e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIRLET7B:URS0000631FB7_9606_gn_MIRLET7B	NA	NA	NA	NA	MALACARDS:MIRLET7B:URS0000631FB7_9606_gn_MIRLET7B	NA	NA	RF00027_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A6A4	chr22_46113686_46113768_83_+	-1.1052584965437902	7.338401923583216e-8	1.18705525194495e-6	-3.157593792385531	1.84872756421917e-5	1.880851025763688e-4	precursor_RNA	precursor_RNA	ENST00000385140_gn_ENSG00000284520.1	ENST00000385140_gn_MIRLET7B	GENECARDS:MIRLET7B:URS000075A6A4_9606_gn_MIRLET7B	NA	NA	LM608152.1:1..83:precursor_RNA_gn_let-7b	NA	MALACARDS:MIRLET7B:URS000075A6A4_9606_gn_MIRLET7B	HGNC:31479_gn_MIRLET7B	NR_029479_gn_MIRLET7B	NA	NA	MI0000063_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFC4FB	chr22_46113690_46113765_76_+	-1.105364491274022	7.395451903558407e-8	1.18705525194495e-6	-0.9437453360011592	6.547109921439916e-5	3.577334389307339e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Let-7-P2b2_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE3D6	chr11_122099768_122099830_63_-	-2.0954762796555517	7.409327406346168e-8	1.18705525194495e-6	-1.776960918796929	1.6124824572979687e-5	1.7685758560654025e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-10-P3a_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
